en	meaning_en	meaning_ja	meaning_zh	meaning_fr	meaning_de	meaning_es	meaning_it	meaning_pt	meaning_ru	meaning_ar	meaning_hi
impression	Feeling; effect; mark; opinion.										
improvement	Enhancement; betterment; progress; upgrade.										
inch	Measurement; small distance; 2.54 centimeters; bit.										
income	Earnings; salary; revenue; profit.										
increase	Growth; rise; expansion; addition.										
independence	Freedom; self-rule; autonomy; liberation.										
indication	Sign; signal; suggestion; evidence.										
individual	Person; single; separate; unique.										
industry	Manufacturing; business; sector; commerce.										
infection	Contamination; disease; spreading illness; virus.										
inflation	Price increase; expansion; swelling; growth.										
influence	Effect; power; impact; sway.										
information	Data; knowledge; details; facts.										
initiative	Leadership; first step; proposal; drive.										
injury	Harm; wound; damage; hurt.										
innovation	Invention; new idea; change; creativity.										
inquiry	Investigation; question; research; examination.										
insect	Bug; small creature; arthropod; pest.										
inspiration	Motivation; creativity; influence; idea.										
installation	Setting up; equipment; facility; mounting.										
instance	Example; case; occurrence; situation.										
institution	Organization; establishment; custom; practice.										
instruction	Teaching; direction; order; guidance.										
insurance	Protection; coverage; security; guarantee.										
intelligence	Smartness; information; mental ability; wisdom.										
intention	Purpose; plan; aim; goal.										
interest	Curiosity; hobby; money charge; concern.										
interior	Inside; inner part; domestic; internal.										
interpretation	Explanation; translation; understanding; analysis.										
interview	Meeting; questioning; job talk; conversation.										
introduction	Beginning; presentation; first meeting; opening.										
invasion	Attack; intrusion; occupation; encroachment.										
investment	Funding; money put in; expenditure; commitment.										
invitation	Request to come; asking; call; summons.										
involvement	Participation; engagement; inclusion; entanglement.										
iron	Metal; appliance; strength; tool.										
island	Land surrounded by water; isolation; refuge.										
issue	Problem; topic; publication; matter.										
Italy	A European country on the Italian Peninsula; known for art and culture.										
itch	Uncomfortable skin sensation causing desire to scratch.										
ivory	Hard white material from elephant tusks; creamy white color.										
ivy	Ivy League universities; climbing evergreen plant with dark leaves.										
jack	A lifting device; a playing card; a common male name.										
jacket	Coat; outer garment; cover; casing.										
jail	Prison; detention; confinement; lock-up.										
jam	A sweet spread made from fruit and sugar.										
January	The first month of the year in the Gregorian calendar, having 31 days.										
Japan	Island country in East Asia; known for technology and culture.										
Japanese	A person from Japan; the language spoken in Japan.										
jar	A wide-mouthed glass container for storing food.										
jaw	Either bone in the face that holds teeth; the mouth.										
jazz	Music style; improvisation; American music; rhythm.										
jealousy	Resentment against someone due to their success or advantages.										
jeans	Casual trousers made of denim fabric, blue.										
jelly	A soft, sweet food made from fruit juice and gelatin.										
jellyfish	Marine animal with transparent body and stinging tentacles.										
jerk	A sudden sharp movement; an unpleasant person.										
jesus	Central figure of Christianity; Son of God; religious leader.										
jewel	A precious stone or an object made with precious stones.										
jewelry	Decorative worn objects; rings, necklaces, bracelets.										
job	Work; employment; task; position.										
jock	An athlete, one who participates in team sports.										
jogging	The activity of running at a steady, gentle pace as a form of exercise.										
john	A common male first name; informal term for toilet; a customer of a prostitute.										
jot	A very small amount; to write something quickly or briefly.										
journal	Diary; magazine; record; publication.										
journalism	The profession of writing for newspapers and news media.										
journalist	Person writing news stories for newspapers and broadcasts.										
journey	Trip; travel; voyage; passage.										
joy	Happiness; delight; pleasure; bliss.										
judge	Court official; arbiter; evaluator; decision maker.										
judgement	The ability to make decisions; a court decision; an opinion.										
judgment	Decision; opinion; assessment; verdict.										
judiciary	The system of courts and judges; judicial branch of government.										
jug	Container with handle and spout for liquids; prison slang.										
juice	Fruit liquid; drink; essence; power.										
July	The seventh month of the year in the Gregorian calendar, having 31 days.										
jump	Leap; spring; bound; sudden increase.										
jumper	A knitted garment for upper body; a person who jumps.										
junction	A place where roads, railway lines, or other routes meet.										
June	The sixth month of the year in the Gregorian calendar, having 30 days.										
jungle	A tropical forest with dense vegetation; a competitive environment.										
junior	Lower in rank, age, or position.										
jupiter	The largest planet in our solar system; the king of the Roman gods.										
jurisdiction	The official power to make legal decisions and judgments.										
juror	A member of a jury who helps decide court cases based on evidence presented.										
jury	Court panel; judges; evaluators; decision group.										
justice	Fairness; law; righteousness; judge.										
key	Opener; answer; important; musical note.										
kick	Strike with foot; thrill; power; force.										
kid	Child; young person; joke; tease.										
kill	Murder; destroy; end; elimination.										
kind	Type; sort; variety; category.										
king	Monarch; ruler; sovereign; chief.										
kitchen	Cooking room; food preparation; culinary space.										
knee	Leg joint; bend; kneeling position.										
knife	Cutting tool; blade; weapon; utensil.										
labor	Work; effort; workers; childbirth.										
lack	Absence; shortage; deficiency; want.										
lady	Woman; female; gentlewoman; title.										
lake	Body of water; pond; reservoir; lagoon.										
land	Ground; territory; country; property.										
lane	A narrow road; a marked section for vehicles or swimmers.										
language	Speech; communication; tongue; words.										
lap	Thigh area; circuit; stage; overlap.										
lash	A hair growing from the edge of an eyelid.										
last	End; final part; final; most recent.										
latest	News; newest version; most recent; newest.										
latin	The ancient language of Rome.										
latitude	The angular distance north or south from the equator.										
laugh	Laughter; amusement; chuckle; humor.										
launch	To start something; to send a rocket; to begin a new product.										
laundry	Clothes to be washed; the process of washing clothes.										
laurel	An aromatic evergreen tree or shrub with glossy leaves.										
lavender	A fragrant purple flowering plant; a pale purple color.										
law	Rule; regulation; legal system; statute.										
lawsuit	A legal action or case brought to court for resolution.										
lawyer	Attorney; legal counsel; advocate; barrister.										
layoff	Dismissal of employees due to economic reasons.										
layout	The arrangement or design of elements in space.										
lead	Guidance; metal; leadership; advantage.										
leader	Guide; chief; manager; commander.										
leadership	Guidance; management; direction; command.										
leaf	Plant part; foliage; page; sheet.										
leak	An unintended hole allowing liquid to escape.										
lean	Having little fat; thin; to incline from vertical position.										
lease	A rental contract for property use; to rent out property.										
leather	Animal skin material; hide; tough material.										
leave	Permission to be absent from work or duty.										
lecture	An educational talk given to students.										
ledge	A narrow horizontal shelf or projection from a wall or cliff.										
left	Side; direction; hand; on the left side.										
leftover	Food remaining after a meal.										
leg	Limb; support; journey part; stage.										
legality	The state of being in accordance with the law.										
legalization	Process of making illegal things legal; official authorization.										
legend	A traditional story; a very famous person; map symbols.										
legion	A large military unit in ancient Rome.										
legislation	Laws collectively or the process of making laws.										
leisure	Free time when one is not working or occupied.										
lemon	A yellow citrus fruit with sour juice.										
lemonade	A sweet drink made from lemon juice, water, and sugar.										
length	Distance; duration; measurement from end to end.										
leopard	Large spotted wild cat from Africa and Asia; dangerous predator.										
lesson	Teaching; class; instruction; experience.										
letter	Alphabet character; mail; message; correspondence.										
lettuce	A leafy green vegetable used in salads.										
level	Height; degree; standard; floor.										
liability	Legal responsibility; something causing problems; being liable.										
liaison	Communication between groups; a close relationship; a connecting person.										
liar	A person who tells lies; someone who deliberately says things that are not true.										
liberalization	The process of making laws less strict; removing restrictions.										
library	Book collection; reading room; repository.										
license	Permit; authorization; freedom; certificate.										
lie	Falsehood; untruth; deception; position.										
life	Life; existence; living; vitality.										
lift	Elevation; boost; ride; assistance.										
light	Light; illumination; brightness; lamp.										
limit	Boundary; restriction; maximum; constraint.										
line	Row; boundary; rope; connection.										
link	Connection; relationship; bond; chain part.										
list	Catalog; inventory; enumeration; record.										
literature	Written works; books; writings; texts.										
loan	Borrowed money; credit; lending; advance.										
location	Place; position; site; spot.										
lock	Fastener; security device; hair curl; blockage.										
London	The capital city of England and the United Kingdom.										
longevity	Long life or the length of life.										
look	Appearance; glance; expression; to see; observe.										
lookout	A person who watches for danger.										
loom	A machine for weaving fabric.										
loophole	A gap or ambiguity in a law or rule that allows evasion.										
lord	A man of high rank or authority.										
loser	A person or thing that loses or fails.										
loss	Losing; defeat; damage; bereavement.										
lot	Much; many; portion; fate.										
lottery	A game of chance where people buy tickets to win prizes.										
lotus	A large water lily with symbolic meaning in many cultures.										
lounge	A sitting room with comfortable chairs.										
love	Affection; romance; care; passion.										
lover	A person who loves someone romantically.										
low	Lowness; low position; bottom; depression.										
loyalty	The quality of being faithful and devoted.										
luck	Fortune; chance; fate; good fortune.										
luggage	Suitcases and bags containing personal belongings for travel.										
lull	A temporary period of quiet or reduced activity.										
lumber	Wood that has been processed for construction.										
lump	A compact mass of matter.										
lunch	Midday meal; noon food; dinner.										
lunchtime	The time of day when lunch is eaten.										
lung	Either of the two organs in the chest that allow breathing.										
lure	Something that attracts or tempts.										
luxury	Expensive and comfortable living.										
lynx	A medium-sized wild cat with tufted ears and a short tail.										
lyric	The words of a song; expressing personal emotions.										
machine	Device; apparatus; equipment; mechanism.										
macroeconomics	Economics dealing with large-scale factors; entire economies.										
mad	Mentally ill or insane; very angry; extremely enthusiastic; affected by rabies.										
madam	A polite form of address for a woman.										
madness	The state of being mad or mentally ill.										
magazine	Periodical; publication; journal; storage.										
magic	Sorcery; illusion; enchantment; wonder.										
magician	A person who performs magic tricks for entertainment.										
magistrate	A civil officer with limited judicial authority.										
magnesium	Light metal element burning with bright white flame; supplement.										
magnet	An object that attracts iron and other metals.										
magnetism	The force that attracts magnetic materials.										
magnolia	A tree or shrub with large, fragrant flowers.										
maid	A female domestic servant.										
mail	Post; letters; correspondence; armor.										
main	The most important; chief or principal; a principal pipe or cable; the open sea.										
mainstream	The dominant trend in opinion, fashion, or culture.										
majesty	Impressive dignity or grandeur.										
major	Important; main; significant; adult.										
majority	Most; greater part; bulk; adulthood.										
mall	Shopping center; marketplace; promenade.										
man	Man; adult male; person; human.										
management	Administration; control; handling; direction.										
manager	Supervisor; administrator; boss; director.										
manner	Way; method; style; behavior.										
map	Chart; diagram; plan; representation.										
March	Walking; parade; progress; third month.										
mark	Sign; grade; target; symbol.										
market	Marketplace; commerce; demand; trading.										
marriage	Wedding; union; matrimony; partnership.										
match	Competition; equal; pair; fire starter.										
material	Substance; fabric; matter; information.										
matter	Substance; issue; topic; importance.										
May	The fifth month of the year.										
mayor	The elected head of a city or town government.										
maze	A complex network of paths designed to confuse.										
meadow	A piece of grassland used for hay or grazing; a field of grass and wildflowers.										
meal	Food; dining; repast; nourishment.										
meaning	Significance; sense; purpose; definition.										
means	Method; way; resources; income.										
meantime	The period of time between two events; meanwhile; the intervening time.										
measure	Measurement; action; extent; standard.										
measurement	The action of measuring something.										
meat	Flesh; animal protein; substance; essence.										
mechanics	The branch of physics dealing with motion and forces.										
medal	A piece of metal awarded as a prize.										
media	Communication channels; press; broadcasting; means.										
mediation	Intervening to resolve disputes; helping reach agreement.										
medic	A person trained in medical work.										
medication	A drug or medicine used to treat illness; the action of giving medical treatment.										
medicine	Drug; treatment; medical science; remedy.										
meditation	The practice of focusing the mind for spiritual purposes.										
meeting	Gathering; conference; encounter; assembly.										
melody	A sequence of musical notes forming the main tune.										
melon	A large sweet fruit with thick skin and juicy flesh.										
member	Participant; part; component; affiliate.										
membership	Belonging; participation; enrollment; community.										
membrane	A thin layer of tissue that covers or lines organs.										
memorandum	A written message used for internal communication.										
memorial	Monument preserving memory of person or event; commemorative.										
memory	Recollection; remembrance; storage; recall.										
menace	A person or thing that threatens harm.										
mentality	A particular way of thinking.										
mention	Reference; citation; remark; noting.										
mentor	An experienced person who guides and teaches someone.										
menu	Food list; selection; options; program.										
merchandise	Goods for sale; commercial goods.										
merchant	A person who buys and sells goods in large quantities.										
mercury	A liquid metallic element; the planet closest to the Sun; the Roman god of trade.										
mercy	Compassion shown to someone in distress.										
merger	The combination of two or more companies into one.										
merit	The quality of deserving praise or reward.										
merlion	A mythical creature with a lion's head and fish body.										
mesh	A material made of network of threads or wires.										
mess	A dirty or untidy state.										
messenger	A person who carries messages; someone who brings news; a harbinger or herald.										
metal	A hard, shiny material that conducts heat and electricity.										
meteor	Space rock burning in atmosphere; shooting star; brief brilliance.										
meter	A unit of length equal to 100 centimeters.										
method	Way; technique; approach; system.										
metropolis	A large important city; the chief city of a region; a major urban center.										
Mexico	A North American country south of the United States.										
middle	Center; halfway; intermediate; midst.										
milk	Dairy liquid; nourishment; white fluid.										
mind	Brain; thoughts; intellect; attention.										
minor	Small; young person; less important; secondary.										
minute	Minute; sixty seconds; moment; small detail.										
mirror	Reflection; glass; copy; representation.										
miss	Failure to hit; longing; young woman; mistake.										
mistake	Error; fault; blunder; misconception.										
mix	Combination; blend; mixture; fusion.										
mixture	A combination of different substances or elements.										
moai	Large stone statues found on Easter Island.										
moan	A long, low sound expressing pain or pleasure; a complaint; to make such a sound.										
mob	A large crowd of people.										
mobile	Able to move freely; a cellular phone.										
mockery	Ridicule or contemptuous behavior.										
model	Example; pattern; fashion person; representation.										
moderation	The quality of being moderate.										
modernism	A movement in arts and literature emphasizing new forms.										
modesty	The quality of being unassuming about one's abilities.										
molecule	The smallest unit of a chemical compound.										
mom	Mother; mama; female parent; mommy.										
moment	Instant; time; importance; occasion.										
momentum	The force gained by movement.										
monarchy	Government with a monarch as head of state.										
Monday	The first day of the working week.										
money	Money; currency; cash; wealth.										
monk	A man who has devoted his life to religious service.										
monkey	A primate with long limbs and tail.										
monologue	A long speech by one person.										
monopoly	Exclusive control of a market by one company.										
monotone	A single unvarying tone.										
monster	A large, frightening imaginary creature.										
montana	A state in the northwestern United States.										
montmartre	Historic Paris district known for artists and Sacré-Cœur.										
monument	A structure built to commemorate a person or event.										
mood	Feeling; emotion; atmosphere; temper.										
moon	Natural satellite of Earth.										
moonlight	The light reflected from the moon.										
mop	A tool for cleaning floors with absorbent material.										
moral	Relating to principles of right and wrong.										
morality	Principles concerning right and wrong behavior.										
morning	Early day; dawn; AM; sunrise.										
mortality	The condition of being mortal; death rate; the state of being subject to death.										
mortgage	House loan; property debt; security; pledge.										
mosaic	A picture made from small colored pieces.										
mosque	A Muslim place of worship.										
moss	Small green plants that grow in damp places.										
moth	A nocturnal insect similar to a butterfly.										
mother	Female parent; mom; origin; source.										
motion	Movement; proposal; gesture; action.										
motivation	Drive; incentive; reason; inspiration.										
mount	To climb or go up; a horse for riding.										
mountain	High land; peak; large amount; hill.										
mouse	Small animal; computer device; timid person.										
mouth	Oral opening; entrance; speech; opening.										
mouthful	As much as the mouth can hold.										
movement	Motion; organization; progress; change.										
movie	Film; cinema; motion picture; show.										
mr	A title used before a man's surname.										
mrs	A title used before a married woman's surname.										
murder	Killing; homicide; assassination; slaughter.										
muscle	Body tissue; strength; power; force.										
music	Music; sound art; melody; harmony.										
nail	Fastener; finger/toe part; spike; tack.										
name	Title; designation; reputation; identity.										
nation	Country; state; people; homeland.										
nature	Natural world; character; essence; outdoors.										
neck	Body part; narrow part; throat; collar.										
need	Requirement; necessity; want; lack.										
negotiation	Discussion; bargaining; talks; dealing.										
neighbor	Nearby resident; adjacent person; fellow.										
neighborhood	Area; district; vicinity; community.										
nest	A structure built by birds for laying eggs.										
net	A mesh fabric used for catching.										
network	System; connection; web; organization.										
neuron	A nerve cell that transmits electrical impulses.										
neutral	Not supporting either side; having no distinctive characteristics.										
neutron	A subatomic particle with no electric charge.										
newbie	A person new to a particular activity; a beginner; someone inexperienced.										
news	Information; reports; updates; journalism.										
newspaper	Daily publication; press; journal; news.										
niche	A specialized segment of a market.										
nick	A small cut or notch; informal term for steal; a nickname; to make a small cut.										
nickel	A metallic chemical element; a five-cent coin; to plate with nickel.										
night	Night; darkness; evening; nighttime.										
nightingale	A small brown bird known for its beautiful song; someone with a beautiful voice.										
nightmare	A frightening dream; a terrifying experience.										
nikujaga	A Japanese dish of stewed meat and potatoes.										
nine	The number 9; a group of nine items; a playing card with nine symbols.										
nineteen	The number 19; one more than eighteen; a group of nineteen items.										
nineteenth	The ordinal number corresponding to 19.										
ninetieth	The ordinal number corresponding to 90.										
ninety	The number 90; nine times ten; a group of ninety items.										
ninth	The ordinal number corresponding to 9.										
nip	To pinch or squeeze sharply.										
nitrogen	Colorless gas making up most atmosphere; element N.										
no	Used to give a negative response; not any; refusal or denial; zero amount.										
nobility	The quality of being noble.										
noise	Sound; disturbance; racket; commotion.										
nomination	The action of nominating someone for a position.										
nonsense	Words or ideas that have no meaning.										
noodle	A strip of pasta or similar food.										
noon	Twelve o'clock in the daytime; midday; the highest or peak point.										
norm	A standard or typical pattern; expected behavior in a group; a rule or principle.										
normal	Conforming to a standard; usual or typical; mentally and physically healthy.										
north	Direction; top; northern region; arctic.										
northeast	The direction between north and east; the northeastern part of a region.										
northward	In a northern direction; toward the north; facing north.										
northwest	The direction between north and west; the northwestern part of a region.										
nose	Facial feature; smell organ; front part; tip.										
note	Message; music symbol; money; observation.										
notebook	A book of blank pages for writing notes; a portable computer; a record book.										
nothing	Not anything; no single thing; something of no importance; absence of everything.										
notice	Announcement; warning; attention; observation.										
notion	Idea; concept; belief; understanding.										
novelist	A person who writes novels; an author of fictional books; a creative writer.										
novelty	The quality of being new or unusual; a small toy or ornament; something novel.										
November	The eleventh month of the year; a month in autumn; having thirty days.										
nucleus	The central core of an atom; the control center of a cell; a central group.										
nude	Naked or unclothed; a work of art depicting naked people; bare or exposed.										
number	Numeral; quantity; amount; figure.										
numeral	A symbol or word representing a number; relating to numbers; expressing number.										
nun	A woman who has devoted her life to religious service.										
nurse	Medical caregiver; healthcare worker; attendant.										
nut	A hard fruit with a seed inside.										
nutria	A large rodent native to South America.										
nutrient	A substance providing nourishment for growth.										
nutrition	The process of providing nourishment.										
nylon	A synthetic polymer used to make fabric and other products.										
oak	A large tree that produces acorns; wood from this tree; strength and endurance.										
oasis	A fertile spot in a desert with water; a peaceful refuge; a place of relief.										
oat	A cereal grain used for food.										
obedience	The practice of obeying rules or commands; compliance with authority; submission.										
objection	An expression of disagreement; opposition to something; a reason for protest.										
obligation	Duty; responsibility; commitment; debt.										
obscurity	The state of being unknown or unclear; darkness; lack of fame or recognition.										
observance	The practice of following customs or rules; celebration of a holiday; compliance.										
observation	Watching; notice; comment; study.										
observer	A person who watches or notices things.										
obsession	An idea that continually preoccupies someone; compulsive preoccupation; fixation.										
obstruction	Something that blocks or hinders progress; the action of blocking; impediment.										
occasion	Event; time; opportunity; celebration.										
occupation	A job or profession; the act of occupying a place; military control of territory.										
occurrence	An instance of something happening.										
ocean	Sea; large water body; vast expanse.										
October	The tenth month of the year; a month in autumn; having thirty-one days.										
octopus	A sea creature with eight arms.										
odd	Strange or unusual; not divisible by two.										
oddity	A strange or unusual person or thing; the quality of being odd; peculiarity.										
odds	The chances of something happening; probability; advantage or disadvantage.										
odor	A distinctive smell; scent that can be pleasant or unpleasant; aroma.										
off	Away from a place or position; not operating; canceled; not fresh.										
offense	A violation of rules or laws.										
offensive	Causing displeasure or resentment; relating to attack; aggressive action.										
offer	Proposal; bid; suggestion; gift.										
offering	Something offered as a gift or contribution; a religious sacrifice; a proposal.										
office	Workplace; room; position; bureau.										
officer	Official; police; military person; manager.										
official	A person holding public office; relating to authority; formally recognized.										
oil	Liquid fuel; petroleum; cooking fat; lubricant.										
okra	A green vegetable with edible pods; a plant native to Africa; gumbo ingredient.										
okroshka	A cold Russian soup made with vegetables and kvass; summer dish; refreshing meal.										
old-timer	A person who has been in a place or activity for a long time.										
olive	A small oval fruit used for oil and food.										
omelet	A dish made from beaten eggs cooked in a pan; egg-based meal; folded egg dish.										
omission	The action of excluding something; something left out; failure to include.										
on	Physically in contact with a surface; about a subject; operating or functioning.										
one	The number 1; a single unit; any person; the same.										
onion	A bulbous vegetable with a strong smell and taste.										
onset	The beginning of something; the start of a disease; initial stage.										
operation	Activity; surgery; function; process.										
operator	Person who operates; controller; worker.										
opinion	View; belief; judgment; thought.										
opponent	Rival; enemy; competitor; adversary.										
opposition	Resistance; disagreement; enemy; contrast.										
option	Choice; alternative; selection; possibility.										
order	Sequence; command; request; arrangement.										
ordinary	Normal; common; regular; usual.										
organization	Group; company; structure; arrangement.										
origin	Source; beginning; start; ancestry.										
output	Production; result; yield; performance.										
outside	Exterior; outdoors; beyond; external.										
owner	A person who possesses something.										
pace	Speed of movement or progress.										
pack	A collection of things wrapped together.										
page	One side of a sheet of paper in a book.										
pain	Physical suffering or discomfort.										
painting	A picture created with paint.										
pair	A set of two things used together.										
panel	A flat piece forming part of a surface.										
paper	Material made from wood pulp for writing.										
parent	A father or mother.										
park	A public area of land for recreation.										
part	A piece or segment of something whole.										
partner	A person who shares in an activity.										
partnership	A association between two or more people.										
party	A social gathering or political organization.										
pass	A route through mountains or a permit.										
passage	A narrow way through something.										
passenger	A traveler in a vehicle.										
passion	Strong emotion or enthusiasm.										
passive	Not actively participating; accepting without resistance; grammatical voice.										
passport	An official document for international travel.										
past	History; former time; gone by; previous.										
pasta	Italian food made from wheat dough.										
pastel	A soft delicate color or drawing medium.										
pastime	An activity done for enjoyment in spare time; hobby; recreational pursuit.										
pastry	Sweet baked food made with dough.										
pasture	Land used for grazing animals.										
pat	A gentle touch with the hand.										
path	A way or track laid down for walking.										
patience	The capacity to tolerate delay.										
patient	A person receiving medical treatment.										
patriot	A person who loves their country.										
patriotism	Love for and devotion to one's country; national loyalty; civic pride.										
patrol	The action of walking around an area.										
patronage	Support given by a patron; regular custom to a business; sponsorship of arts.										
pawn	A chess piece of lowest value.										
pay	Payment; salary; wages; compensation.										
paycheck	A salary payment.										
payday	The day when wages are paid; a day of receiving payment; profitable day.										
payment	An amount paid or the action of paying.										
payoff	A payment made to someone.										
payroll	A list of employees and their salaries.										
paystub	A document showing salary details; proof of income; wage slip.										
pea	A small round green vegetable.										
peace	Peace; harmony; tranquility; absence of war.										
peach	A soft juicy fruit with fuzzy skin.										
peacock	A large colorful bird.										
peanut	An edible seed that grows underground.										
pear	A sweet fruit with a narrow top.										
pearl	A hard object produced within oysters.										
peat	Partially decomposed organic matter used as fuel.										
peck	A quick bite or kiss.										
peculiarity	An unusual characteristic or feature; something that is strange or distinctive.										
pedestrian	A person walking along a road.										
peek	A quick or brief look; a glance or glimpse at something.										
peep	A quick look; the sound made by young birds; to look secretly.										
peg	A wooden or plastic pin for hanging or fastening.										
pelmeni	Russian dumplings filled with meat.										
pen	A writing instrument.										
penalty	A punishment for breaking a rule.										
pence	Plural of penny; British monetary units; small coins.										
pencil	A writing instrument with graphite core.										
pendant	An ornament hanging from jewelry; something suspended; a hanging decoration.										
penguin	A flightless seabird from cold regions.										
peninsula	A piece of land almost surrounded by water.										
pennsylvania	A state in the northeastern United States.										
penny	A monetary unit worth one cent.										
pension	A regular payment to a retired person.										
people	People; persons; population; individuals.										
pepper	A hot spice or sweet vegetable.										
percent	Percentage; proportion; part of hundred.										
percentage	A rate or proportion per hundred.										
perception	The ability to see or understand.										
perch	A place where birds rest; a high seat or position; a type of fish.										
perfection	The condition of being without flaws.										
performance	The action of performing a task.										
perfume	A fragrant liquid worn on the body.										
period	A length of time.										
perjury	The crime of lying under oath; false testimony in court; willful false statement.										
permission	Consent or authorization to do something.										
perseverance	Continued effort despite difficulties; persistence; determination to succeed.										
person	Person; individual; human being; someone.										
persona	The character presented to others; public image; role or identity assumed.										
personality	The combination of characteristics forming character.										
personnel	People employed in an organization.										
perspective	A particular attitude toward something.										
persuasion	The act of convincing someone; influence through argument; a belief system.										
pest	A destructive insect or animal.										
pesticide	A substance used to kill pests; chemical for crop protection; bug killer.										
pet	A domestic animal kept for companionship.										
phantom	A ghost or illusion.										
pharmacy	A store where medicines are sold.										
philosopher	A person who studies philosophy.										
philosophy	The study of fundamental nature of reality.										
pho	A Vietnamese soup with noodles and broth.										
phoenix	A mythical bird that rises from ashes.										
phone	A device for transmitting speech.										
photo	A picture taken with a camera.										
photograph	A picture taken with a camera.										
photographer	A person who takes photographs professionally or as a hobby; picture taker.										
photography	The art or practice of taking photographs; the process of capturing images.										
photon	A particle of light; quantum of electromagnetic energy; basic unit of light.										
photosynthesis	The process by which plants make food using sunlight.										
physician	A medical doctor; someone licensed to practice medicine; healer.										
physicist	A scientist who studies physics; someone who researches matter and energy.										
physics	The science of matter and energy.										
pi	Mathematical constant approximately 3.14159.										
pianist	A person who plays the piano; keyboard musician; piano performer.										
piano	A large musical instrument with keys.										
pick	A choice or selection.										
pickle	A vegetable preserved in vinegar.										
pickup	A small truck; the act of collecting something.										
picnic	An outdoor meal.										
picture	A painting or photograph.										
piece	A portion of something.										
pilot	A person who operates aircraft.										
pitch	The highness or lowness of sound.										
place	A particular position or location.										
plan	A detailed proposal for achieving something.										
plane	A powered flying vehicle.										
plant	A living organism that grows in soil.										
plastic	A synthetic material made from polymers.										
plate	A flat dish for serving food.										
platform	A raised level surface.										
play	Activity for enjoyment.										
player	A person who plays games or sports.										
pleasure	A feeling of happiness or satisfaction.										
plot	A small piece of ground or story plan.										
poem	A piece of writing in verse.										
poet	A person who writes poems.										
point	A particular spot or sharp end.										
police	The civil force maintaining law and order.										
policy	A course of action adopted by government.										
politics	Government; policy; power; public affairs.										
pollution	The presence of harmful substances.										
pool	A small body of water.										
population	All the inhabitants of a particular place.										
position	A particular place or situation.										
possibility	A thing that may happen.										
post	A position of paid employment.										
pot	A rounded container for cooking.										
poultry	Domestic fowl kept for eggs or meat.										
pound	A unit of weight or currency.										
poverty	The state of being extremely poor.										
powder	A dry substance in fine particles.										
power	The ability to influence or control.										
practice	The actual application of an idea.										
prairie	A large open area of grassland.										
praise	Expression of warm approval.										
prawn	A large shrimp-like crustacean; marine shellfish; seafood delicacy.										
prayer	A solemn request for help to a deity.										
preacher	A person who gives religious talks.										
precaution	An action taken to prevent problems; preventive measure; safeguard.										
precedent	An earlier event taken as an example.										
precious	Of great value; beloved; rare and valuable; overly refined.										
precipitation	Rain, snow, or hail; the action of rushing into something; chemical settling.										
prediction	A statement about future events.										
prefecture	An administrative district; regional government division; local authority.										
preference	A greater liking for one alternative.										
pregnancy	The condition of being pregnant.										
prejudice	Preconceived opinion not based on reason.										
prelude	An introductory piece of music; something serving as introduction.										
premier	First in importance or position; head of government; first performance.										
premise	A previous statement from which another is inferred.										
premium	An amount paid for insurance.										
preoccupation	The state of being absorbed in thought; main concern; obsession.										
preparation	The action of making something ready.										
prescription	A doctor's instruction for medicine.										
presence	The fact of being present.										
present	Present time; now; gift; current moment.										
presentation	Showing; speech; display; gift.										
preservative	A substance used to preserve food; something that prevents decay.										
preserve	To keep safe from harm; fruit conserved in sugar; to maintain.										
presidency	The office of president; period of presidential rule; leadership position.										
president	The head of a republic.										
press	The act of applying pressure.										
pressure	Continuous physical force on something.										
prestige	Respect and admiration; high reputation; status and influence.										
presumption	An assumption based on reasonable evidence; arrogance; boldness.										
pretense	An attempt to make something appear true.										
pretension	A claim to have achieved something; ambitious aspiration; affectation.										
prey	An animal hunted by another for food.										
price	The amount of money for something.										
pricing	The process of determining prices; cost setting; valuation.										
pride	Deep satisfaction derived from achievements.										
priest	A religious leader.										
prime	The state of being most active or successful.										
prince	The son of a monarch.										
princess	The daughter of a monarch.										
principal	Most important; head of school; original amount of loan.										
principle	A fundamental truth or proposition.										
print	A mark made by pressing.										
prior	Existing before; previous; head of religious house.										
priority	The fact of being more important.										
prison	A building for confining criminals.										
private	Belonging to an individual; not public; confidential; soldier.										
privatization	Transfer of ownership from public to private sector; selling state assets.										
privilege	A special right or advantage.										
prize	A thing given as a reward.										
probability	The extent to which something is likely.										
probation	Testing period for good behavior; supervised release; trial period.										
problem	A matter requiring a solution.										
procedure	An established way of doing something.										
proceeding	An action or course of action; legal process; event.										
process	A series of actions to achieve a result.										
procession	A number of people moving forward in orderly fashion; parade.										
procurement	The action of obtaining or acquiring; purchasing; acquisition.										
produce	Things that have been grown.										
producer	A person who makes or grows something.										
production	The action of making or manufacturing.										
productivity	The effectiveness of productive effort; rate of output; efficiency.										
profession	A paid occupation requiring special training.										
professor	A teacher of the highest rank in college.										
profit	A financial gain from business operations.										
profitability	The degree to which business generates profit; earning capacity.										
program	A set of related activities.										
progress	Forward or onward movement toward a destination.										
progression	A gradual movement or change; sequence; development.										
prohibition	The action of forbidding something; ban; restriction.										
project	An individual or collaborative enterprise.										
projection	An estimate based on present trends.										
prominence	State of being important or famous; conspicuousness; high position.										
promise	A declaration that one will do something.										
promotion	Activity that supports the growth of something.										
