en	meaning_en	target_lang	translation	gender	ui_lang	trick_text_en	trick_text_translated	status
arctic	extremely cold northern polar region	pt	Ártico	m	en			empty
arctic	extremely cold northern polar region	pt	Ártico	m	es			empty
arctic	extremely cold northern polar region	pt	Ártico	m	fr			empty
arctic	extremely cold northern polar region	pt	Ártico	m	hi			empty
arctic	extremely cold northern polar region	pt	Ártico	m	it			empty
arctic	extremely cold northern polar region	pt	Ártico	m	ja			empty
arctic	extremely cold northern polar region	pt	Ártico	m	pt			empty
arctic	extremely cold northern polar region	pt	Ártico	m	ru			empty
arctic	extremely cold northern polar region	pt	Ártico	m	zh			empty
arctic	extremely cold northern polar region	ru	Арктика	f	ar			empty
arctic	extremely cold northern polar region	ru	Арктика	f	de			empty
arctic	extremely cold northern polar region	ru	Арктика	f	en			empty
arctic	extremely cold northern polar region	ru	Арктика	f	es			empty
arctic	extremely cold northern polar region	ru	Арктика	f	fr			empty
arctic	extremely cold northern polar region	ru	Арктика	f	hi			empty
arctic	extremely cold northern polar region	ru	Арктика	f	it			empty
arctic	extremely cold northern polar region	ru	Арктика	f	ja			empty
arctic	extremely cold northern polar region	ru	Арктика	f	pt			empty
arctic	extremely cold northern polar region	ru	Арктика	f	ru			empty
arctic	extremely cold northern polar region	ru	Арктика	f	zh			empty
area	region	ar	منطقة	f	ar			empty
area	region	ar	منطقة	f	de			empty
area	region	ar	منطقة	f	en			empty
area	region	ar	منطقة	f	es			empty
area	region	ar	منطقة	f	fr			empty
area	region	ar	منطقة	f	hi			empty
area	region	ar	منطقة	f	it			empty
area	region	ar	منطقة	f	ja			empty
area	region	ar	منطقة	f	pt			empty
area	region	ar	منطقة	f	ru			empty
area	region	ar	منطقة	f	zh			empty
area	region	de	Gebiet	n	ar			empty
area	region	de	Gebiet	n	de			empty
area	region	de	Gebiet	n	en			empty
area	region	de	Gebiet	n	es			empty
area	region	de	Gebiet	n	fr			empty
area	region	de	Gebiet	n	hi			empty
area	region	de	Gebiet	n	it			empty
area	region	de	Gebiet	n	ja			empty
area	region	de	Gebiet	n	pt			empty
area	region	de	Gebiet	n	ru			empty
area	region	de	Gebiet	n	zh			empty
area	region	es	área	f	ar			empty
area	region	es	área	f	de			empty
area	region	es	área	f	en			empty
area	region	es	área	f	es			empty
area	region	es	área	f	fr			empty
area	region	es	área	f	hi			empty
area	region	es	área	f	it			empty
area	region	es	área	f	ja			empty
area	region	es	área	f	pt			empty
area	region	es	área	f	ru			empty
area	region	es	área	f	zh			empty
area	region	fr	région	f	ar			empty
area	region	fr	région	f	de			empty
area	region	fr	région	f	en			empty
area	region	fr	région	f	es			empty
area	region	fr	région	f	fr			empty
area	region	fr	région	f	hi			empty
area	region	fr	région	f	it			empty
area	region	fr	région	f	ja			empty
area	region	fr	région	f	pt			empty
area	region	fr	région	f	ru			empty
area	region	fr	région	f	zh			empty
area	region	hi	क्षेत्र	m	ar			empty
area	region	hi	क्षेत्र	m	de			empty
area	region	hi	क्षेत्र	m	en			empty
area	region	hi	क्षेत्र	m	es			empty
area	region	hi	क्षेत्र	m	fr			empty
area	region	hi	क्षेत्र	m	hi			empty
area	region	hi	क्षेत्र	m	it			empty
area	region	hi	क्षेत्र	m	ja			empty
area	region	hi	क्षेत्र	m	pt			empty
area	region	hi	क्षेत्र	m	ru			empty
area	region	hi	क्षेत्र	m	zh			empty
area	region	it	zona	f	ar			empty
area	region	it	zona	f	de			empty
area	region	it	zona	f	en			empty
area	region	it	zona	f	es			empty
area	region	it	zona	f	fr			empty
area	region	it	zona	f	hi			empty
area	region	it	zona	f	it			empty
area	region	it	zona	f	ja			empty
area	region	it	zona	f	pt			empty
area	region	it	zona	f	ru			empty
area	region	it	zona	f	zh			empty
area	region	pt	área	f	ar			empty
area	region	pt	área	f	de			empty
area	region	pt	área	f	en			empty
area	region	pt	área	f	es			empty
area	region	pt	área	f	fr			empty
area	region	pt	área	f	hi			empty
area	region	pt	área	f	it			empty
area	region	pt	área	f	ja			empty
area	region	pt	área	f	pt			empty
area	region	pt	área	f	ru			empty
area	region	pt	área	f	zh			empty
area	region	ru	область	f	ar			empty
area	region	ru	область	f	de			empty
area	region	ru	область	f	en			empty
area	region	ru	область	f	es			empty
area	region	ru	область	f	fr			empty
area	region	ru	область	f	hi			empty
area	region	ru	область	f	it			empty
area	region	ru	область	f	ja			empty
area	region	ru	область	f	pt			empty
area	region	ru	область	f	ru			empty
area	region	ru	область	f	zh			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	ar			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	de			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	en			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	es			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	fr			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	hi			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	it			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	ja			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	pt			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	ru			empty
arena	a level area surrounded by seats for spectators	ar	حلبة	f	zh			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	ar			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	de			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	en			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	es			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	fr			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	hi			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	it			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	ja			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	pt			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	ru			empty
arena	a level area surrounded by seats for spectators	de	Arena	f	zh			empty
arena	a level area surrounded by seats for spectators	es	arena	f	ar			empty
arena	a level area surrounded by seats for spectators	es	arena	f	de			empty
arena	a level area surrounded by seats for spectators	es	arena	f	en			empty
arena	a level area surrounded by seats for spectators	es	arena	f	es			empty
arena	a level area surrounded by seats for spectators	es	arena	f	fr			empty
arena	a level area surrounded by seats for spectators	es	arena	f	hi			empty
arena	a level area surrounded by seats for spectators	es	arena	f	it			empty
arena	a level area surrounded by seats for spectators	es	arena	f	ja			empty
arena	a level area surrounded by seats for spectators	es	arena	f	pt			empty
arena	a level area surrounded by seats for spectators	es	arena	f	ru			empty
arena	a level area surrounded by seats for spectators	es	arena	f	zh			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	ar			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	de			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	en			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	es			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	fr			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	hi			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	it			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	ja			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	pt			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	ru			empty
arena	a level area surrounded by seats for spectators	fr	arène	f	zh			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	ar			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	de			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	en			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	es			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	fr			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	hi			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	it			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	ja			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	pt			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	ru			empty
arena	a level area surrounded by seats for spectators	hi	अरेना	m	zh			empty
arena	a level area surrounded by seats for spectators	it	arena	f	ar			empty
arena	a level area surrounded by seats for spectators	it	arena	f	de			empty
arena	a level area surrounded by seats for spectators	it	arena	f	en			empty
arena	a level area surrounded by seats for spectators	it	arena	f	es			empty
arena	a level area surrounded by seats for spectators	it	arena	f	fr			empty
arena	a level area surrounded by seats for spectators	it	arena	f	hi			empty
arena	a level area surrounded by seats for spectators	it	arena	f	it			empty
arena	a level area surrounded by seats for spectators	it	arena	f	ja			empty
arena	a level area surrounded by seats for spectators	it	arena	f	pt			empty
arena	a level area surrounded by seats for spectators	it	arena	f	ru			empty
arena	a level area surrounded by seats for spectators	it	arena	f	zh			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	ar			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	de			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	en			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	es			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	fr			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	hi			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	it			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	ja			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	pt			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	ru			empty
arena	a level area surrounded by seats for spectators	pt	arena	f	zh			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	ar			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	de			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	en			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	es			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	fr			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	hi			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	it			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	ja			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	pt			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	ru			empty
arena	a level area surrounded by seats for spectators	ru	арена	f	zh			empty
argument	debate	ar	جدل	m	ar			empty
argument	debate	ar	جدل	m	de			empty
argument	debate	ar	جدل	m	en			empty
argument	debate	ar	جدل	m	es			empty
argument	debate	ar	جدل	m	fr			empty
argument	debate	ar	جدل	m	hi			empty
argument	debate	ar	جدل	m	it			empty
argument	debate	ar	جدل	m	ja			empty
argument	debate	ar	جدل	m	pt			empty
argument	debate	ar	جدل	m	ru			empty
argument	debate	ar	جدل	m	zh			empty
argument	debate	de	Argument	n	ar			empty
argument	debate	de	Argument	n	de			empty
argument	debate	de	Argument	n	en			empty
argument	debate	de	Argument	n	es			empty
argument	debate	de	Argument	n	fr			empty
argument	debate	de	Argument	n	hi			empty
argument	debate	de	Argument	n	it			empty
argument	debate	de	Argument	n	ja			empty
argument	debate	de	Argument	n	pt			empty
argument	debate	de	Argument	n	ru			empty
argument	debate	de	Argument	n	zh			empty
argument	debate	es	argumento	m	ar			empty
argument	debate	es	argumento	m	de			empty
argument	debate	es	argumento	m	en			empty
argument	debate	es	argumento	m	es			empty
argument	debate	es	argumento	m	fr			empty
argument	debate	es	argumento	m	hi			empty
argument	debate	es	argumento	m	it			empty
argument	debate	es	argumento	m	ja			empty
argument	debate	es	argumento	m	pt			empty
argument	debate	es	argumento	m	ru			empty
argument	debate	es	argumento	m	zh			empty
argument	debate	fr	argument	m	ar			empty
argument	debate	fr	argument	m	de			empty
argument	debate	fr	argument	m	en			empty
argument	debate	fr	argument	m	es			empty
argument	debate	fr	argument	m	fr			empty
argument	debate	fr	argument	m	hi			empty
argument	debate	fr	argument	m	it			empty
argument	debate	fr	argument	m	ja			empty
argument	debate	fr	argument	m	pt			empty
argument	debate	fr	argument	m	ru			empty
argument	debate	fr	argument	m	zh			empty
argument	debate	hi	तर्क	m	ar			empty
argument	debate	hi	तर्क	m	de			empty
argument	debate	hi	तर्क	m	en			empty
argument	debate	hi	तर्क	m	es			empty
argument	debate	hi	तर्क	m	fr			empty
argument	debate	hi	तर्क	m	hi			empty
argument	debate	hi	तर्क	m	it			empty
argument	debate	hi	तर्क	m	ja			empty
argument	debate	hi	तर्क	m	pt			empty
argument	debate	hi	तर्क	m	ru			empty
argument	debate	hi	तर्क	m	zh			empty
argument	debate	it	argomento	m	ar			empty
argument	debate	it	argomento	m	de			empty
argument	debate	it	argomento	m	en			empty
argument	debate	it	argomento	m	es			empty
argument	debate	it	argomento	m	fr			empty
argument	debate	it	argomento	m	hi			empty
argument	debate	it	argomento	m	it			empty
argument	debate	it	argomento	m	ja			empty
argument	debate	it	argomento	m	pt			empty
argument	debate	it	argomento	m	ru			empty
argument	debate	it	argomento	m	zh			empty
argument	debate	pt	argumento	m	ar			empty
argument	debate	pt	argumento	m	de			empty
argument	debate	pt	argumento	m	en			empty
argument	debate	pt	argumento	m	es			empty
argument	debate	pt	argumento	m	fr			empty
argument	debate	pt	argumento	m	hi			empty
argument	debate	pt	argumento	m	it			empty
argument	debate	pt	argumento	m	ja			empty
argument	debate	pt	argumento	m	pt			empty
argument	debate	pt	argumento	m	ru			empty
argument	debate	pt	argumento	m	zh			empty
argument	debate	ru	аргумент	m	ar			empty
argument	debate	ru	аргумент	m	de			empty
argument	debate	ru	аргумент	m	en			empty
argument	debate	ru	аргумент	m	es			empty
argument	debate	ru	аргумент	m	fr			empty
argument	debate	ru	аргумент	m	hi			empty
argument	debate	ru	аргумент	m	it			empty
argument	debate	ru	аргумент	m	ja			empty
argument	debate	ru	аргумент	m	pt			empty
argument	debate	ru	аргумент	m	ru			empty
argument	debate	ru	аргумент	m	zh			empty
arizona	southwestern US state	ar	أريزونا	f	ar			empty
arizona	southwestern US state	ar	أريزونا	f	de			empty
arizona	southwestern US state	ar	أريزونا	f	en			empty
arizona	southwestern US state	ar	أريزونا	f	es			empty
arizona	southwestern US state	ar	أريزونا	f	fr			empty
arizona	southwestern US state	ar	أريزونا	f	hi			empty
arizona	southwestern US state	ar	أريزونا	f	it			empty
arizona	southwestern US state	ar	أريزونا	f	ja			empty
arizona	southwestern US state	ar	أريزونا	f	pt			empty
arizona	southwestern US state	ar	أريزونا	f	ru			empty
arizona	southwestern US state	ar	أريزونا	f	zh			empty
arizona	southwestern US state	de	Arizona	n	ar			empty
arizona	southwestern US state	de	Arizona	n	de			empty
arizona	southwestern US state	de	Arizona	n	en			empty
arizona	southwestern US state	de	Arizona	n	es			empty
arizona	southwestern US state	de	Arizona	n	fr			empty
arizona	southwestern US state	de	Arizona	n	hi			empty
arizona	southwestern US state	de	Arizona	n	it			empty
arizona	southwestern US state	de	Arizona	n	ja			empty
arizona	southwestern US state	de	Arizona	n	pt			empty
arizona	southwestern US state	de	Arizona	n	ru			empty
arizona	southwestern US state	de	Arizona	n	zh			empty
arizona	southwestern US state	es	Arizona	f	ar			empty
arizona	southwestern US state	es	Arizona	f	de			empty
arizona	southwestern US state	es	Arizona	f	en			empty
arizona	southwestern US state	es	Arizona	f	es			empty
arizona	southwestern US state	es	Arizona	f	fr			empty
arizona	southwestern US state	es	Arizona	f	hi			empty
arizona	southwestern US state	es	Arizona	f	it			empty
arizona	southwestern US state	es	Arizona	f	ja			empty
arizona	southwestern US state	es	Arizona	f	pt			empty
arizona	southwestern US state	es	Arizona	f	ru			empty
arizona	southwestern US state	es	Arizona	f	zh			empty
arizona	southwestern US state	fr	Arizona	f	ar			empty
arizona	southwestern US state	fr	Arizona	f	de			empty
arizona	southwestern US state	fr	Arizona	f	en			empty
arizona	southwestern US state	fr	Arizona	f	es			empty
arizona	southwestern US state	fr	Arizona	f	fr			empty
arizona	southwestern US state	fr	Arizona	f	hi			empty
arizona	southwestern US state	fr	Arizona	f	it			empty
arizona	southwestern US state	fr	Arizona	f	ja			empty
arizona	southwestern US state	fr	Arizona	f	pt			empty
arizona	southwestern US state	fr	Arizona	f	ru			empty
arizona	southwestern US state	fr	Arizona	f	zh			empty
arizona	southwestern US state	hi	अरिज़ोना	m	ar			empty
arizona	southwestern US state	hi	अरिज़ोना	m	de			empty
arizona	southwestern US state	hi	अरिज़ोना	m	en			empty
arizona	southwestern US state	hi	अरिज़ोना	m	es			empty
arizona	southwestern US state	hi	अरिज़ोना	m	fr			empty
arizona	southwestern US state	hi	अरिज़ोना	m	hi			empty
arizona	southwestern US state	hi	अरिज़ोना	m	it			empty
arizona	southwestern US state	hi	अरिज़ोना	m	ja			empty
arizona	southwestern US state	hi	अरिज़ोना	m	pt			empty
arizona	southwestern US state	hi	अरिज़ोना	m	ru			empty
arizona	southwestern US state	hi	अरिज़ोना	m	zh			empty
arizona	southwestern US state	it	Arizona	f	ar			empty
arizona	southwestern US state	it	Arizona	f	de			empty
arizona	southwestern US state	it	Arizona	f	en			empty
arizona	southwestern US state	it	Arizona	f	es			empty
arizona	southwestern US state	it	Arizona	f	fr			empty
arizona	southwestern US state	it	Arizona	f	hi			empty
arizona	southwestern US state	it	Arizona	f	it			empty
arizona	southwestern US state	it	Arizona	f	ja			empty
arizona	southwestern US state	it	Arizona	f	pt			empty
arizona	southwestern US state	it	Arizona	f	ru			empty
arizona	southwestern US state	it	Arizona	f	zh			empty
arizona	southwestern US state	pt	Arizona	f	ar			empty
arizona	southwestern US state	pt	Arizona	f	de			empty
arizona	southwestern US state	pt	Arizona	f	en			empty
arizona	southwestern US state	pt	Arizona	f	es			empty
arizona	southwestern US state	pt	Arizona	f	fr			empty
arizona	southwestern US state	pt	Arizona	f	hi			empty
arizona	southwestern US state	pt	Arizona	f	it			empty
arizona	southwestern US state	pt	Arizona	f	ja			empty
arizona	southwestern US state	pt	Arizona	f	pt			empty
arizona	southwestern US state	pt	Arizona	f	ru			empty
arizona	southwestern US state	pt	Arizona	f	zh			empty
arizona	southwestern US state	ru	Аризона	f	ar			empty
arizona	southwestern US state	ru	Аризона	f	de			empty
arizona	southwestern US state	ru	Аризона	f	en			empty
arizona	southwestern US state	ru	Аризона	f	es			empty
arizona	southwestern US state	ru	Аризона	f	fr			empty
arizona	southwestern US state	ru	Аризона	f	hi			empty
arizona	southwestern US state	ru	Аризона	f	it			empty
arizona	southwestern US state	ru	Аризона	f	ja			empty
arizona	southwestern US state	ru	Аризона	f	pt			empty
arizona	southwestern US state	ru	Аризона	f	ru			empty
arizona	southwestern US state	ru	Аризона	f	zh			empty
arm	limb	ar	ذراع	m	ar			empty
arm	limb	ar	ذراع	m	de			empty
arm	limb	ar	ذراع	m	en			empty
arm	limb	ar	ذراع	m	es			empty
arm	limb	ar	ذراع	m	fr			empty
arm	limb	ar	ذراع	m	hi			empty
arm	limb	ar	ذراع	m	it			empty
arm	limb	ar	ذراع	m	ja			empty
arm	limb	ar	ذراع	m	pt			empty
arm	limb	ar	ذراع	m	ru			empty
arm	limb	ar	ذراع	m	zh			empty
arm	limb	de	Arm	m	ar			empty
arm	limb	de	Arm	m	de			empty
arm	limb	de	Arm	m	en			empty
arm	limb	de	Arm	m	es			empty
arm	limb	de	Arm	m	fr			empty
arm	limb	de	Arm	m	hi			empty
arm	limb	de	Arm	m	it			empty
arm	limb	de	Arm	m	ja			empty
arm	limb	de	Arm	m	pt			empty
arm	limb	de	Arm	m	ru			empty
arm	limb	de	Arm	m	zh			empty
arm	limb	es	brazo	m	ar			empty
arm	limb	es	brazo	m	de			empty
arm	limb	es	brazo	m	en			empty
arm	limb	es	brazo	m	es			empty
arm	limb	es	brazo	m	fr			empty
arm	limb	es	brazo	m	hi			empty
arm	limb	es	brazo	m	it			empty
arm	limb	es	brazo	m	ja			empty
arm	limb	es	brazo	m	pt			empty
arm	limb	es	brazo	m	ru			empty
arm	limb	es	brazo	m	zh			empty
arm	limb	fr	bras	m	ar			empty
arm	limb	fr	bras	m	de			empty
arm	limb	fr	bras	m	en			empty
arm	limb	fr	bras	m	es			empty
arm	limb	fr	bras	m	fr			empty
arm	limb	fr	bras	m	hi			empty
arm	limb	fr	bras	m	it			empty
arm	limb	fr	bras	m	ja			empty
arm	limb	fr	bras	m	pt			empty
arm	limb	fr	bras	m	ru			empty
arm	limb	fr	bras	m	zh			empty
arm	limb	hi	बाँह	f	ar			empty
arm	limb	hi	बाँह	f	de			empty
arm	limb	hi	बाँह	f	en			empty
arm	limb	hi	बाँह	f	es			empty
arm	limb	hi	बाँह	f	fr			empty
arm	limb	hi	बाँह	f	hi			empty
arm	limb	hi	बाँह	f	it			empty
arm	limb	hi	बाँह	f	ja			empty
arm	limb	hi	बाँह	f	pt			empty
arm	limb	hi	बाँह	f	ru			empty
arm	limb	hi	बाँह	f	zh			empty
arm	limb	it	braccio	m	ar			empty
arm	limb	it	braccio	m	de			empty
arm	limb	it	braccio	m	en			empty
arm	limb	it	braccio	m	es			empty
arm	limb	it	braccio	m	fr			empty
arm	limb	it	braccio	m	hi			empty
arm	limb	it	braccio	m	it			empty
arm	limb	it	braccio	m	ja			empty
arm	limb	it	braccio	m	pt			empty
arm	limb	it	braccio	m	ru			empty
arm	limb	it	braccio	m	zh			empty
arm	limb	pt	braço	m	ar			empty
arm	limb	pt	braço	m	de			empty
arm	limb	pt	braço	m	en			empty
arm	limb	pt	braço	m	es			empty
arm	limb	pt	braço	m	fr			empty
arm	limb	pt	braço	m	hi			empty
arm	limb	pt	braço	m	it			empty
arm	limb	pt	braço	m	ja			empty
arm	limb	pt	braço	m	pt			empty
arm	limb	pt	braço	m	ru			empty
arm	limb	pt	braço	m	zh			empty
arm	limb	ru	рука	f	ar			empty
arm	limb	ru	рука	f	de			empty
arm	limb	ru	рука	f	en			empty
arm	limb	ru	рука	f	es			empty
arm	limb	ru	рука	f	fr			empty
arm	limb	ru	рука	f	hi			empty
arm	limb	ru	рука	f	it			empty
arm	limb	ru	рука	f	ja			empty
arm	limb	ru	рука	f	pt			empty
arm	limb	ru	рука	f	ru			empty
arm	limb	ru	рука	f	zh			empty
armament	military weapons and equipment	ar	تسليح	m	ar			empty
armament	military weapons and equipment	ar	تسليح	m	de			empty
armament	military weapons and equipment	ar	تسليح	m	en			empty
armament	military weapons and equipment	ar	تسليح	m	es			empty
armament	military weapons and equipment	ar	تسليح	m	fr			empty
armament	military weapons and equipment	ar	تسليح	m	hi			empty
armament	military weapons and equipment	ar	تسليح	m	it			empty
armament	military weapons and equipment	ar	تسليح	m	ja			empty
armament	military weapons and equipment	ar	تسليح	m	pt			empty
armament	military weapons and equipment	ar	تسليح	m	ru			empty
armament	military weapons and equipment	ar	تسليح	m	zh			empty
armament	military weapons and equipment	de	Bewaffnung	f	ar			empty
armament	military weapons and equipment	de	Bewaffnung	f	de			empty
armament	military weapons and equipment	de	Bewaffnung	f	en			empty
armament	military weapons and equipment	de	Bewaffnung	f	es			empty
armament	military weapons and equipment	de	Bewaffnung	f	fr			empty
armament	military weapons and equipment	de	Bewaffnung	f	hi			empty
armament	military weapons and equipment	de	Bewaffnung	f	it			empty
armament	military weapons and equipment	de	Bewaffnung	f	ja			empty
armament	military weapons and equipment	de	Bewaffnung	f	pt			empty
armament	military weapons and equipment	de	Bewaffnung	f	ru			empty
armament	military weapons and equipment	de	Bewaffnung	f	zh			empty
armament	military weapons and equipment	es	armamento	m	ar			empty
armament	military weapons and equipment	es	armamento	m	de			empty
armament	military weapons and equipment	es	armamento	m	en			empty
armament	military weapons and equipment	es	armamento	m	es			empty
armament	military weapons and equipment	es	armamento	m	fr			empty
armament	military weapons and equipment	es	armamento	m	hi			empty
armament	military weapons and equipment	es	armamento	m	it			empty
armament	military weapons and equipment	es	armamento	m	ja			empty
armament	military weapons and equipment	es	armamento	m	pt			empty
armament	military weapons and equipment	es	armamento	m	ru			empty
armament	military weapons and equipment	es	armamento	m	zh			empty
armament	military weapons and equipment	fr	armement	m	ar			empty
armament	military weapons and equipment	fr	armement	m	de			empty
armament	military weapons and equipment	fr	armement	m	en			empty
armament	military weapons and equipment	fr	armement	m	es			empty
armament	military weapons and equipment	fr	armement	m	fr			empty
armament	military weapons and equipment	fr	armement	m	hi			empty
armament	military weapons and equipment	fr	armement	m	it			empty
armament	military weapons and equipment	fr	armement	m	ja			empty
armament	military weapons and equipment	fr	armement	m	pt			empty
armament	military weapons and equipment	fr	armement	m	ru			empty
armament	military weapons and equipment	fr	armement	m	zh			empty
armament	military weapons and equipment	hi	शस्त्र	m	ar			empty
armament	military weapons and equipment	hi	शस्त्र	m	de			empty
armament	military weapons and equipment	hi	शस्त्र	m	en			empty
armament	military weapons and equipment	hi	शस्त्र	m	es			empty
armament	military weapons and equipment	hi	शस्त्र	m	fr			empty
armament	military weapons and equipment	hi	शस्त्र	m	hi			empty
armament	military weapons and equipment	hi	शस्त्र	m	it			empty
armament	military weapons and equipment	hi	शस्त्र	m	ja			empty
armament	military weapons and equipment	hi	शस्त्र	m	pt			empty
armament	military weapons and equipment	hi	शस्त्र	m	ru			empty
armament	military weapons and equipment	hi	शस्त्र	m	zh			empty
armament	military weapons and equipment	it	armamento	m	ar			empty
armament	military weapons and equipment	it	armamento	m	de			empty
armament	military weapons and equipment	it	armamento	m	en			empty
armament	military weapons and equipment	it	armamento	m	es			empty
armament	military weapons and equipment	it	armamento	m	fr			empty
armament	military weapons and equipment	it	armamento	m	hi			empty
armament	military weapons and equipment	it	armamento	m	it			empty
armament	military weapons and equipment	it	armamento	m	ja			empty
armament	military weapons and equipment	it	armamento	m	pt			empty
armament	military weapons and equipment	it	armamento	m	ru			empty
armament	military weapons and equipment	it	armamento	m	zh			empty
armament	military weapons and equipment	pt	armamento	m	ar			empty
armament	military weapons and equipment	pt	armamento	m	de			empty
armament	military weapons and equipment	pt	armamento	m	en			empty
armament	military weapons and equipment	pt	armamento	m	es			empty
armament	military weapons and equipment	pt	armamento	m	fr			empty
armament	military weapons and equipment	pt	armamento	m	hi			empty
armament	military weapons and equipment	pt	armamento	m	it			empty
armament	military weapons and equipment	pt	armamento	m	ja			empty
armament	military weapons and equipment	pt	armamento	m	pt			empty
armament	military weapons and equipment	pt	armamento	m	ru			empty
armament	military weapons and equipment	pt	armamento	m	zh			empty
armament	military weapons and equipment	ru	вооружение	n	ar			empty
armament	military weapons and equipment	ru	вооружение	n	de			empty
armament	military weapons and equipment	ru	вооружение	n	en			empty
armament	military weapons and equipment	ru	вооружение	n	es			empty
armament	military weapons and equipment	ru	вооружение	n	fr			empty
armament	military weapons and equipment	ru	вооружение	n	hi			empty
armament	military weapons and equipment	ru	вооружение	n	it			empty
armament	military weapons and equipment	ru	вооружение	n	ja			empty
armament	military weapons and equipment	ru	вооружение	n	pt			empty
armament	military weapons and equipment	ru	вооружение	n	ru			empty
armament	military weapons and equipment	ru	вооружение	n	zh			empty
armor	protective covering worn in combat	ar	درع	m	ar			empty
armor	protective covering worn in combat	ar	درع	m	de			empty
armor	protective covering worn in combat	ar	درع	m	en			empty
armor	protective covering worn in combat	ar	درع	m	es			empty
armor	protective covering worn in combat	ar	درع	m	fr			empty
armor	protective covering worn in combat	ar	درع	m	hi			empty
armor	protective covering worn in combat	ar	درع	m	it			empty
armor	protective covering worn in combat	ar	درع	m	ja			empty
armor	protective covering worn in combat	ar	درع	m	pt			empty
armor	protective covering worn in combat	ar	درع	m	ru			empty
armor	protective covering worn in combat	ar	درع	m	zh			empty
armor	protective covering worn in combat	de	Rüstung	f	ar			empty
armor	protective covering worn in combat	de	Rüstung	f	de			empty
armor	protective covering worn in combat	de	Rüstung	f	en			empty
armor	protective covering worn in combat	de	Rüstung	f	es			empty
armor	protective covering worn in combat	de	Rüstung	f	fr			empty
armor	protective covering worn in combat	de	Rüstung	f	hi			empty
armor	protective covering worn in combat	de	Rüstung	f	it			empty
armor	protective covering worn in combat	de	Rüstung	f	ja			empty
armor	protective covering worn in combat	de	Rüstung	f	pt			empty
armor	protective covering worn in combat	de	Rüstung	f	ru			empty
armor	protective covering worn in combat	de	Rüstung	f	zh			empty
