en	lang	translation	gender	meaning_translation
homework	zh			
homicide	de			
homicide	es			
homicide	it	conoscente	m	
homicide	pt	homicídio	m	
homicide	ru			
homicide	ar			
homicide	hi			
homicide	ja			
homicide	zh			
hood	de			
hood	es			
hood	it	testa	f	
hood	pt	capuz	m	
hood	ru			
hood	ar			
hood	hi			
hood	ja			
hood	zh			
hop	de			
hop	es			
hop	it	piede	m	
hop	pt	pulo	m	
hop	ru			
hop	ar			
hop	hi			
hop	ja			
hop	zh			
horizon	de			
horizon	es			
horizon	it	linea	f	
horizon	pt	horizonte	m	
horizon	ru			
horizon	ar			
horizon	hi			
horizon	ja			
horizon	zh			
hormone	de			
hormone	es			
hormone	it	acido	m	
hormone	pt	hormônio	m	
hormone	ru			
hormone	ar			
hormone	hi			
hormone	ja			
hormone	zh			
horn	de			
horn	es			
horn	it	testa	f	
horn	pt	chifre	m	
horn	ru			
horn	ar			
horn	hi			
horn	ja			
horn	zh			
hose	de			
hose	es			
hose	it	tubo	m	
hose	pt	mangueira	f	
hose	ru			
hose	ar			
hose	hi			
hose	ja			
hose	zh			
hospitality	de			
hospitality	es			
hospitality	it	intrattenimento	m	
hospitality	pt	hospitalidade	f	
hospitality	ru			
hospitality	ar			
hospitality	hi			
hospitality	ja			
hospitality	zh			
hostility	de			
hostility	es			
hostility	it	comportamento	m	
hostility	pt	hostilidade	f	
hostility	ru			
hostility	ar			
hostility	hi			
hostility	ja			
hostility	zh			
housewife	de			
housewife	es			
housewife	it	donna	f	
housewife	pt	dona de casa	f	
housewife	ru			
housewife	ar			
housewife	hi			
housewife	ja			
housewife	zh			
hue	de			
hue	es			
hue	it	colore	m	
hue	pt	matiz	m	
hue	ru			
hue	ar			
hue	hi			
hue	ja			
hue	zh			
humanism	de			
humanism	es			
humanism	it	valore	m	
humanism	pt	humanismo	m	
humanism	ru			
humanism	ar			
humanism	hi			
humanism	ja			
humanism	zh			
humanity	de			
humanity	es			
humanity	it	corsa	f	
humanity	pt	humanidade	f	
humanity	ru			
humanity	ar			
humanity	hi			
humanity	ja			
humanity	zh			
hunter	de			
hunter	es			
hunter	it	conoscente	m	
hunter	pt	caçador	m	
hunter	ru			
hunter	ar			
hunter	hi			
hunter	ja			
hunter	zh			
hurricane	de			
hurricane	es			
hurricane	it	tempesta	f	
hurricane	pt	furacão	m	
hurricane	ru			
hurricane	ar			
hurricane	hi			
hurricane	ja			
hurricane	zh			
hydrogen	de			
hydrogen	es			
hydrogen	it	idrogeno	m	
hydrogen	pt	hidrogênio	m	
hydrogen	ru			
hydrogen	ar			
hydrogen	hi			
hydrogen	ja			
hydrogen	zh			
hypocrisy	de			
hypocrisy	es			
hypocrisy	it	pratica	f	
hypocrisy	pt	hipocrisia	f	
hypocrisy	ru			
hypocrisy	ar			
hypocrisy	hi			
hypocrisy	ja			
hypocrisy	zh			
hypothesis	de			
hypothesis	es			
hypothesis	it	prova	f	
hypothesis	pt	hipótese	m	
hypothesis	ru			
hypothesis	ar			
hypothesis	hi			
hypothesis	ja			
hypothesis	zh			
iceberg	de			
iceberg	es			
iceberg	it	massa	f	
iceberg	pt	iceberg	m	
iceberg	ru			
iceberg	ar			
iceberg	hi			
iceberg	ja			
iceberg	zh			
idiom	de			
idiom	es			
idiom	it	gruppo	m	
idiom	pt	idioma	f	
idiom	ru			
idiom	ar			
idiom	hi			
idiom	ja			
idiom	zh			
idleness	de			
idleness	es			
idleness	it	stato	m	
idleness	pt	ociosidade	f	
idleness	ru			
idleness	ar			
idleness	hi			
idleness	ja			
idleness	zh			
idol	de			
idol	es			
idol	it	immagine	f	
idol	pt	ídolo	m	
idol	ru			
idol	ar			
idol	hi			
idol	ja			
idol	zh			
illumination	de			
illumination	es			
illumination	it	luce	f	
illumination	pt	iluminação	f	
illumination	ru			
illumination	ar			
illumination	hi			
illumination	ja			
illumination	zh			
illusion	de			
illusion	es			
illusion	it	percezione	f	
illusion	pt	ilusão	f	
illusion	ru			
illusion	ar			
illusion	hi			
illusion	ja			
illusion	zh			
illustration	de			
illustration	es			
illustration	it	immagine	f	
illustration	pt	ilustração	f	
illustration	ru			
illustration	ar			
illustration	hi			
illustration	ja			
illustration	zh			
imitation	de			
imitation	es			
imitation	it	contabilità	f	
imitation	pt	imitação	f	
imitation	ru			
imitation	ar			
imitation	hi			
imitation	ja			
imitation	zh			
immigration	de			
immigration	es			
immigration	it	contabilità	f	
immigration	pt	imigração	f	
immigration	ru			
immigration	ar			
immigration	hi			
immigration	ja			
immigration	zh			
imperative	de			
imperative	es			
imperative	it	cosa	f	
imperative	pt	imperativo	m	
imperative	ru			
imperative	ar			
imperative	hi			
imperative	ja			
imperative	zh			
imperfection	de			
imperfection	es			
imperfection	it	imperfeczione	f	
imperfection	pt	imperfeição	f	
imperfection	ru			
imperfection	ar			
imperfection	hi			
imperfection	ja			
imperfection	zh			
implement	de			
implement	es			
implement	it	pezzo	m	
implement	pt	implemento	m	
implement	ru			
implement	ar			
implement	hi			
implement	ja			
implement	zh			
imposition	de			
imposition	es			
imposition	it	contabilità	f	
imposition	pt	imposição	f	
imposition	ru			
imposition	ar			
imposition	hi			
imposition	ja			
imposition	zh			
imprisonment	de			
imprisonment	es			
imprisonment	it	stato	m	
imprisonment	pt	prisão	f	
imprisonment	ru			
imprisonment	ar			
imprisonment	hi			
imprisonment	ja			
imprisonment	zh			
impulse	de			
impulse	es			
impulse	it	atto	m	
impulse	pt	impulso	m	
impulse	ru			
impulse	ar			
impulse	hi			
impulse	ja			
impulse	zh			
incarceration	de			
incarceration	es			
incarceration	it	stato	m	
incarceration	pt	encarceramento	m	
incarceration	ru			
incarceration	ar			
incarceration	hi			
incarceration	ja			
incarceration	zh			
incentive	de			
incentive	es			
incentive	it	incentive	m	
incentive	pt	incentivo	m	
incentive	ru			
incentive	ar			
incentive	hi			
incentive	ja			
incentive	zh			
inclination	de			
inclination	es			
inclination	it	atto	m	
inclination	pt	inclinação	f	
inclination	ru			
inclination	ar			
inclination	hi			
inclination	ja			
inclination	zh			
inconsistency	de			
inconsistency	es			
inconsistency	it	azione	f	
inconsistency	pt	inconsistência	f	
inconsistency	ru			
inconsistency	ar			
inconsistency	hi			
inconsistency	ja			
inconsistency	zh			
Indian	de			
Indian	es			
Indian	it	conoscente	m	
Indian	pt	indiano	m	
Indian	ru			
Indian	ar			
Indian	hi			
Indian	ja			
Indian	zh			
individuality	de			
individuality	es			
individuality	it	qualità	f	
individuality	pt	individualidade	f	
individuality	ru			
individuality	ar			
individuality	hi			
individuality	ja			
individuality	zh			
infancy	de			
infancy	es			
infancy	it	stato	m	
infancy	pt	infância	f	
infancy	ru			
infancy	ar			
infancy	hi			
infancy	ja			
infancy	zh			
infant	de			
infant	es			
infant	it	bambino	m	
infant	pt	bebê	m	
infant	ru			
infant	ar			
infant	hi			
infant	ja			
infant	zh			
infinite	de			
infinite	es			
infinite	it	dimensione	f	
infinite	pt	infinito	m	
infinite	ru			
infinite	ar			
infinite	hi			
infinite	ja			
infinite	zh			
influenza	de			
influenza	es			
influenza	it	debolezza	f	
influenza	pt	influenza	f	
influenza	ru			
influenza	ar			
influenza	hi			
influenza	ja			
influenza	zh			
infringement	de			
infringement	es			
infringement	it	contabilità	f	
infringement	pt	violação	f	
infringement	ru			
infringement	ar			
infringement	hi			
infringement	ja			
infringement	zh			
ingredient	de			
ingredient	es			
ingredient	it	piatto	m	
ingredient	pt	ingrediente	m	
ingredient	ru			
ingredient	ar			
ingredient	hi			
ingredient	ja			
ingredient	zh			
inhabitant	de			
inhabitant	es			
inhabitant	it	conoscente	m	
inhabitant	pt	habitante	m	
inhabitant	ru			
inhabitant	ar			
inhabitant	hi			
inhabitant	ja			
inhabitant	zh			
inheritance	de			
inheritance	es			
inheritance	it	inheritance	m	
inheritance	pt	herança	f	
inheritance	ru			
inheritance	ar			
inheritance	hi			
inheritance	ja			
inheritance	zh			
injection	de			
injection	es			
injection	it	atto	m	
injection	pt	injeção	f	
injection	ru			
injection	ar			
injection	hi			
injection	ja			
injection	zh			
inn	de			
inn	es			
inn	it	inn	m	
inn	pt	pousada	f	
inn	ru			
inn	ar			
inn	hi			
inn	ja			
inn	zh			
innocence	de			
innocence	es			
innocence	it	azione	f	
innocence	pt	inocência	f	
innocence	ru			
innocence	ar			
innocence	hi			
innocence	ja			
innocence	zh			
inscription	de			
inscription	es			
inscription	it	registro	m	
inscription	pt	inscrição	f	
inscription	ru			
inscription	ar			
inscription	hi			
inscription	ja			
inscription	zh			
insolvency	de			
insolvency	es			
insolvency	it	paga	f	
insolvency	pt	insolvência	f	
insolvency	ru			
insolvency	ar			
insolvency	hi			
insolvency	ja			
insolvency	zh			
inspector	de			
inspector	es			
inspector	it	qualità	f	
inspector	pt	inspetor	m	
inspector	ru			
inspector	ar			
inspector	hi			
inspector	ja			
inspector	zh			
instant	de			
instant	es			
instant	it	tempo	m	
instant	pt	instante	m	
instant	ru			
instant	ar			
instant	hi			
instant	ja			
instant	zh			
instinct	de			
instinct	es			
instinct	it	modello	m	
instinct	pt	instinto	m	
instinct	ru			
instinct	ar			
instinct	hi			
instinct	ja			
instinct	zh			
institute	de			
institute	es			
institute	it	organizzazione	f	
institute	pt	instituto	m	
institute	ru			
institute	ar			
institute	hi			
institute	ja			
institute	zh			
insult	de			
insult	es			
insult	it	osservazione	f	
insult	pt	insulto	m	
insult	ru			
insult	ar			
insult	hi			
insult	ja			
insult	zh			
insurgent	de			
insurgent	es			
insurgent	it	conoscente	m	
insurgent	pt	insurgente	m	
insurgent	ru			
insurgent	ar			
insurgent	hi			
insurgent	ja			
insurgent	zh			
insurrection	de			
insurrection	es			
insurrection	it	autorità	f	
insurrection	pt	insurreição	f	
insurrection	ru			
insurrection	ar			
insurrection	hi			
insurrection	ja			
insurrection	zh			
intellect	de			
intellect	es			
intellect	it	sentimento	m	
intellect	pt	intelecto	m	
intellect	ru			
intellect	ar			
intellect	hi			
intellect	ja			
intellect	zh			
interjection	de			
interjection	es			
interjection	it	osservazione	f	
interjection	pt	interjeição	f	
interjection	ru			
interjection	ar			
interjection	hi			
interjection	ja			
interjection	zh			
intermission	de			
intermission	es			
intermission	it	pausa	f	
intermission	pt	intermissão	f	
intermission	ru			
intermission	ar			
intermission	hi			
intermission	ja			
intermission	zh			
interruption	de			
interruption	es			
interruption	it	contabilità	f	
interruption	pt	interrupção	f	
interruption	ru			
interruption	ar			
interruption	hi			
interruption	ja			
interruption	zh			
invalid	de			
invalid	es			
invalid	it	conoscente	m	
invalid	pt	inválido	m	
invalid	ru			
invalid	ar			
invalid	hi			
invalid	ja			
invalid	zh			
invention	de			
invention	es			
invention	it	contabilità	f	
invention	pt	invenção	f	
invention	ru			
invention	ar			
invention	hi			
invention	ja			
invention	zh			
inventor	de			
inventor	es			
inventor	it	conoscente	m	
inventor	pt	inventor	m	
inventor	ru			
inventor	ar			
inventor	hi			
inventor	ja			
inventor	zh			
investigation	de			
investigation	es			
investigation	it	contabilità	f	
investigation	pt	investigação	f	
investigation	ru			
investigation	ar			
investigation	hi			
investigation	ja			
investigation	zh			
investor	de			
investor	es			
investor	it	conoscente	m	
investor	pt	investidor	m	
investor	ru			
investor	ar			
investor	hi			
investor	ja			
investor	zh			
invoice	de			
invoice	es			
invoice	it	lista	f	
invoice	pt	fatura	f	
invoice	ru			
invoice	ar			
invoice	hi			
invoice	ja			
invoice	zh			
ion	de			
ion	es			
ion	it	atomo	m	
ion	pt	íone	m	
ion	ru			
ion	ar			
ion	hi			
ion	ja			
ion	zh			
iris	de			
iris	es			
iris	it	occhio	m	
iris	pt	íris	m	
iris	ru			
iris	ar			
iris	hi			
iris	ja			
iris	zh			
irony	de			
irony	es			
irony	it	espressione	f	
irony	pt	ironia	f	
irony	ru			
irony	ar			
irony	hi			
irony	ja			
irony	zh			
irrigation	de			
irrigation	es			
irrigation	it	applicazione	f	
irrigation	pt	irrigação	f	
irrigation	ru			
irrigation	ar			
irrigation	hi			
irrigation	ja			
irrigation	zh			
irritation	de			
irritation	es			
irritation	it	stato	m	
irritation	pt	irritação	f	
irritation	ru			
irritation	ar			
irritation	hi			
irritation	ja			
irritation	zh			
islam	de			
islam	es			
islam	it	religione	f	
islam	pt	islã	m	
islam	ru			
islam	ar			
islam	hi			
islam	ja			
islam	zh			
isle	de			
isle	es			
isle	it	isle	m	
isle	pt	ilha	f	
isle	ru			
isle	ar			
isle	hi			
isle	ja			
isle	zh			
Italian	de			
Italian	es			
Italian	it	italian	m	
Italian	pt	italiano	m	
Italian	ru			
Italian	ar			
Italian	hi			
Italian	ja			
Italian	zh			
kangaroo	de			
kangaroo	es			
kangaroo	it	kangaroo	m	
kangaroo	pt	canguru	m	
kangaroo	ru			
kangaroo	ar			
kangaroo	hi			
kangaroo	ja			
kangaroo	zh			
keep	de			
keep	es			
keep	it	torre	f	
keep	pt	torre de menagem	f	
keep	ru			
keep	ar			
keep	hi			
keep	ja			
keep	zh			
kernel	de			
kernel	es			
kernel	it	parte	f	
kernel	pt	amendoa	f	
kernel	ru			
kernel	ar			
kernel	hi			
kernel	ja			
kernel	zh			
ketchup	de			
ketchup	es			
ketchup	it	salsa	f	
ketchup	pt	ketchup	m	
ketchup	ru			
ketchup	ar			
ketchup	hi			
ketchup	ja			
ketchup	zh			
kettle	de			
kettle	es			
kettle	it	metallo	m	
kettle	pt	chaleira	f	
kettle	ru			
kettle	ar			
kettle	hi			
kettle	ja			
kettle	zh			
kidney	de			
kidney	es			
kidney	it	sangue	m	
kidney	pt	rim	m	
kidney	ru			
kidney	ar			
kidney	hi			
kidney	ja			
kidney	zh			
kilometer	de			
kilometer	es			
kilometer	it	acro	m	
kilometer	pt	quilômetro	m	
kilometer	ru			
kilometer	ar			
kilometer	hi			
kilometer	ja			
kilometer	zh			
kindness	de			
kindness	es			
kindness	it	qualità	f	
kindness	pt	bondade	f	
kindness	ru			
kindness	ar			
kindness	hi			
kindness	ja			
kindness	zh			
kingdom	de			
kingdom	es			
kingdom	it	territorio	m	
kingdom	pt	reino	m	
kingdom	ru			
kingdom	ar			
kingdom	hi			
kingdom	ja			
kingdom	zh			
kinship	de			
kinship	es			
kinship	it	sangue	m	
kinship	pt	parentesco	m	
kinship	ru			
kinship	ar			
kinship	hi			
kinship	ja			
kinship	zh			
kit	de			
kit	es			
kit	it	scopo	m	
kit	pt	kit	m	
kit	ru			
kit	ar			
kit	hi			
kit	ja			
kit	zh			
kite	de			
kite	es			
kite	it	vento	m	
kite	pt	papagaio	m	
kite	ru			
kite	ar			
kite	hi			
kite	ja			
kite	zh			
knight	de			
knight	es			
knight	it	uomo	m	
knight	pt	cavaleiro	m	
knight	ru			
knight	ar			
knight	hi			
knight	ja			
knight	zh			
knot	de			
knot	es			
knot	it	pezzo	m	
knot	pt	nó	m	
knot	ru			
knot	ar			
knot	hi			
knot	ja			
knot	zh			
knuckle	de			
knuckle	es			
knuckle	it	knuckle	m	
knuckle	pt	junta	f	
knuckle	ru			
knuckle	ar			
knuckle	hi			
knuckle	ja			
knuckle	zh			
koala	de			
koala	es			
koala	it	grigio	m	
koala	pt	coala	f	
koala	ru			
koala	ar			
koala	hi			
koala	ja			
koala	zh			
Korean	de			
Korean	es			
Korean	it	nord	m	
Korean	pt	coreano	m	
Korean	ru			
Korean	ar			
Korean	hi			
Korean	ja			
Korean	zh			
label	de			
label	es			
label	it	pezzo	m	
label	pt	rótulo	m	
label	ru			
label	ar			
label	hi			
label	ja			
label	zh			
laboratory	de			
laboratory	es			
laboratory	it	alloggio	m	
laboratory	pt	laboratório	m	
laboratory	ru			
laboratory	ar			
laboratory	hi			
laboratory	ja			
laboratory	zh			
ladder	de			
ladder	es			
ladder	it	pezzo	m	
ladder	pt	escada	f	
ladder	ru			
ladder	ar			
ladder	hi			
ladder	ja			
ladder	zh			
lamb	de			
lamb	es			
lamb	it	pecora	f	
lamb	pt	cordeiro	m	
lamb	ru			
lamb	ar			
lamb	hi			
lamb	ja			
lamb	zh			
landing	de			
landing	es			
landing	it	livello	m	
landing	pt	patamar	m	
landing	ru			
landing	ar			
landing	hi			
landing	ja			
landing	zh			
landscape	de			
landscape	es			
landscape	it	area	f	
landscape	pt	paisagem	f	
landscape	ru			
landscape	ar			
landscape	hi			
landscape	ja			
landscape	zh			
liberty	de			
liberty	es			
liberty	it	stato	m	
liberty	pt	liberdade	f	
liberty	ru			
liberty	ar			
liberty	hi			
liberty	ja			
liberty	zh			
lick	de			
lick	es			
lick	it	atto	m	
lick	pt	lambida	f	
lick	ru			
lick	ar			
lick	hi			
lick	ja			
lick	zh			
lieutenant	de			
lieutenant	es			
lieutenant	it	ufficiale	m	
lieutenant	pt	tenente	m	
lieutenant	ru			
lieutenant	ar			
lieutenant	hi			
lieutenant	ja			
lieutenant	zh			
lightning	de			
lightning	es			
lightning	it	durata	f	
lightning	pt	relâmpago	m	
lightning	ru			
lightning	ar			
lightning	hi			
lightning	ja			
lightning	zh			
lilac	de			
lilac	es			
lilac	it	albero	m	
lilac	pt	lilás	m	
lilac	ru			
lilac	ar			
lilac	hi			
lilac	ja			
lilac	zh			
lily	de			
lily	es			
lily	it	pianta	f	
lily	pt	lírio	m	
lily	ru			
lily	ar			
lily	hi			
lily	ja			
lily	zh			
limb	de			
limb	es			
limb	it	braccio	m	
limb	pt	membro	m	
limb	ru			
limb	ar			
limb	hi			
limb	ja			
limb	zh			
lime	de			
lime	es			
lime	it	frutto	m	
lime	pt	lima	f	
lime	ru			
lime	ar			
lime	hi			
lime	ja			
lime	zh			
lion	de			
lion	es			
lion	it	gatto	m	
lion	pt	leão	m	
lion	ru			
lion	ar			
lion	hi			
lion	ja			
lion	zh			
lip	de			
lip	es			
lip	it	bocca	f	
lip	pt	lábio	m	
lip	ru			
lip	ar			
lip	hi			
lip	ja			
lip	zh			
liquid	de			
liquid	es			
liquid	it	acido	m	
liquid	pt	líquido	m	
liquid	ru			
liquid	ar			
liquid	hi			
liquid	ja			
liquid	zh			
liquor	de			
liquor	es			
liquor	it	liquor	m	
liquor	pt	licor	m	
liquor	ru			
liquor	ar			
liquor	hi			
liquor	ja			
liquor	zh			
litter	de			
litter	es			
litter	it	materiale	m	
litter	pt	lixo	m	
litter	ru			
litter	ar			
litter	hi			
litter	ja			
litter	zh			
liver	de			
liver	es			
liver	it	organo	m	
liver	pt	fígado	m	
liver	ru			
liver	ar			
liver	hi			
liver	ja			
liver	zh			
livestock	de			
livestock	es			
livestock	it	fattoria	f	
livestock	pt	gado	m	
livestock	ru			
livestock	ar			
livestock	hi			
livestock	ja			
livestock	zh			
lizard	de			
lizard	es			
lizard	it	lizard	m	
lizard	pt	lagarto	m	
lizard	ru			
lizard	ar			
lizard	hi			
lizard	ja			
lizard	zh			
llama	de			
llama	es			
llama	it	sud	m	
llama	pt	lhama	f	
llama	ru			
llama	ar			
llama	hi			
llama	ja			
llama	zh			
load	de			
load	es			
load	it	cosa	f	
load	pt	carga	f	
load	ru			
load	ar			
load	hi			
load	ja			
load	zh			
lobster	de			
lobster	es			
lobster	it	lobster	m	
lobster	pt	lagosta	f	
lobster	ru			
lobster	ar			
lobster	hi			
lobster	ja			
lobster	zh			
locality	de			
locality	es			
locality	it	area	f	
locality	pt	localidade	f	
locality	ru			
locality	ar			
locality	hi			
locality	ja			
locality	zh			
locker	de			
locker	es			
locker	it	armadio	m	
locker	pt	armario	m	
locker	ru			
locker	ar			
locker	hi			
locker	ja			
locker	zh			
locust	de			
locust	es			
locust	it	locust	m	
locust	pt	gafanhoto	m	
locust	ru			
locust	ar			
locust	hi			
locust	ja			
locust	zh			
maker	de			
maker	es			
maker	it	conoscente	m	
maker	pt	fabricante	m	
maker	ru			
maker	ar			
maker	hi			
maker	ja			
maker	zh			
makeup	de			
makeup	es			
makeup	it	viso	m	
makeup	pt	maquiagem	f	
makeup	ru			
makeup	ar			
makeup	hi			
makeup	ja			
makeup	zh			
malt	de			
malt	es			
malt	it	grano	m	
malt	pt	malte	m	
malt	ru			
malt	ar			
malt	hi			
malt	ja			
malt	zh			
mammoth	de			
mammoth	es			
mammoth	it	mammoth	m	
mammoth	pt	mamute	m	
mammoth	ru			
mammoth	ar			
mammoth	hi			
mammoth	ja			
mammoth	zh			
mango	de			
mango	es			
mango	it	frutto	m	
mango	pt	manga	f	
mango	ru			
mango	ar			
mango	hi			
mango	ja			
mango	zh			
manifestation	de			
manifestation	es			
manifestation	it	oggetto	m	
manifestation	pt	manifestação	f	
manifestation	ru			
manifestation	ar			
manifestation	hi			
manifestation	ja			
manifestation	zh			
mankind	de			
mankind	es			
mankind	it	mankind	m	
mankind	pt	humanidade	f	
mankind	ru			
mankind	ar			
mankind	hi			
mankind	ja			
mankind	zh			
manufacture	de			
manufacture	es			
manufacture	it	merci	f	
manufacture	pt	fabricação	f	
manufacture	ru			
manufacture	ar			
manufacture	hi			
manufacture	ja			
manufacture	zh			
maple	de			
maple	es			
maple	it	albero	m	
maple	pt	bordo	m	
maple	ru			
maple	ar			
maple	hi			
maple	ja			
maple	zh			
marathon	de			
marathon	es			
marathon	it	amministrazione	f	
marathon	pt	maratona	f	
marathon	ru			
marathon	ar			
marathon	hi			
marathon	ja			
marathon	zh			
marble	de			
marble	es			
marble	it	roccia	f	
marble	pt	mármore	m	
marble	ru			
marble	ar			
marble	hi			
marble	ja			
marble	zh			
mare	de			
mare	es			
mare	it	attrice	f	
mare	pt	égua	f	
mare	ru			
mare	ar			
mare	hi			
mare	ja			
mare	zh			
margin	de			
margin	es			
margin	it	bordo	m	
margin	pt	margem	f	
margin	ru			
margin	ar			
margin	hi			
margin	ja			
margin	zh			
marine	de			
marine	es			
marine	it	membro	m	
marine	pt	marinho	m	
marine	ru			
marine	ar			
marine	hi			
marine	ja			
marine	zh			
marketing	de			
marketing	es			
marketing	it	contabilità	f	
marketing	pt	marketing	m	
marketing	ru			
marketing	ar			
marketing	hi			
marketing	ja			
marketing	zh			
marketplace	de			
marketplace	es			
marketplace	it	spazio	m	
marketplace	pt	mercado	m	
marketplace	ru			
marketplace	ar			
marketplace	hi			
marketplace	ja			
marketplace	zh			
marrow	de			
marrow	es			
marrow	it	acido	m	
marrow	pt	medula	f	
marrow	ru			
marrow	ar			
marrow	hi			
marrow	ja			
marrow	zh			
Mars	de			
Mars	es			
Mars	it	pianeta	m	
Mars	pt	marte	m	
Mars	ru			
Mars	ar			
Mars	hi			
Mars	ja			
Mars	zh			
marsh	de			
marsh	es			
marsh	it	area	f	
marsh	pt	pântano	m	
marsh	ru			
marsh	ar			
marsh	hi			
marsh	ja			
marsh	zh			
marvel	de			
marvel	es			
marvel	it	conoscente	m	
marvel	pt	maravilha	f	
marvel	ru			
marvel	ar			
marvel	hi			
marvel	ja			
marvel	zh			
Maryland	de			
Maryland	es			
Maryland	it	stato	m	
Maryland	pt	Maryland	m	
Maryland	ru			
Maryland	ar			
Maryland	hi			
Maryland	ja			
Maryland	zh			
masculine	de			
masculine	es			
masculine	it	qualità	f	
masculine	pt	masculino	m	
masculine	ru			
masculine	ar			
masculine	hi			
masculine	ja			
masculine	zh			
mask	de			
mask	es			
mask	it	parte	f	
mask	pt	máscara	f	
mask	ru			
mask	ar			
mask	hi			
mask	ja			
mask	zh			
mass	de			
mass	es			
mass	it	corpo	m	
mass	pt	massa	f	
mass	ru			
mass	ar			
mass	hi			
mass	ja			
mass	zh			
massage	de			
massage	es			
massage	it	corpo	m	
massage	pt	massagem	f	
massage	ru			
massage	ar			
massage	hi			
massage	ja			
massage	zh			
master	de			
master	es			
master	it	gioco	m	
master	pt	mestre	m	
master	ru			
master	ar			
master	hi			
master	ja			
master	zh			
masterpiece	de			
masterpiece	es			
masterpiece	it	lavoro	m	
masterpiece	pt	obra-prima	f	
masterpiece	ru			
masterpiece	ar			
masterpiece	hi			
masterpiece	ja			
masterpiece	zh			
mastery	de			
mastery	es			
mastery	it	conoscenza	f	
mastery	pt	domínio	m	
mastery	ru			
mastery	ar			
mastery	hi			
mastery	ja			
mastery	zh			
mathematics	de			
mathematics	es			
mathematics	it	spazio	m	
mathematics	pt	matemática	f	
mathematics	ru			
mathematics	ar			
mathematics	hi			
mathematics	ja			
mathematics	zh			
microorganism	de			
microorganism	es			
microorganism	it	microorganism	m	
microorganism	pt	micro-organismo	m	
microorganism	ru			
microorganism	ar			
microorganism	hi			
microorganism	ja			
microorganism	zh			
microscope	de			
microscope	es			
microscope	it	strumento	m	
microscope	pt	microscópio	m	
microscope	ru			
microscope	ar			
microscope	hi			
microscope	ja			
microscope	zh			
midnight	de			
midnight	es			
midnight	it	notte	f	
midnight	pt	meia-noite	f	
midnight	ru			
midnight	ar			
midnight	hi			
midnight	ja			
midnight	zh			
midst	de			
midst	es			
midst	it	mezzo	m	
midst	pt	meio	m	
midst	ru			
midst	ar			
midst	hi			
midst	ja			
midst	zh			
migration	de			
migration	es			
migration	it	movimento	m	
migration	pt	migração	f	
migration	ru			
migration	ar			
migration	hi			
migration	ja			
migration	zh			
mile	de			
mile	es			
mile	it	acro	m	
mile	pt	milha	f	
mile	ru			
mile	ar			
mile	hi			
mile	ja			
mile	zh			
milieu	de			
milieu	es			
milieu	it	milieu	m	
milieu	pt	meio	m	
milieu	ru			
milieu	ar			
milieu	hi			
milieu	ja			
milieu	zh			
military	de			
military	es			
military	it	military	m	
military	pt	militar	m	
military	ru			
military	ar			
military	hi			
military	ja			
military	zh			
mill	de			
mill	es			
mill	it	edificio	m	
mill	pt	moinho	m	
mill	ru			
mill	ar			
mill	hi			
mill	ja			
mill	zh			
mine	de			
mine	es			
mine	it	terra	f	
mine	pt	mina	f	
mine	ru			
mine	ar			
mine	hi			
mine	ja			
mine	zh			
mining	de			
mining	es			
mining	it	adattamento	m	
mining	pt	mineração	f	
mining	ru			
mining	ar			
mining	hi			
mining	ja			
mining	zh			
minister	de			
minister	es			
minister	it	testa	f	
minister	pt	ministro	m	
minister	ru			
minister	ar			
minister	hi			
minister	ja			
minister	zh			
ministry	de			
ministry	es			
ministry	it	governo	m	
ministry	pt	ministério	m	
ministry	ru			
ministry	ar			
ministry	hi			
ministry	ja			
ministry	zh			
miracle	de			
miracle	es			
miracle	it	evento	m	
miracle	pt	milagre	m	
miracle	ru			
miracle	ar			
miracle	hi			
miracle	ja			
miracle	zh			
mischief	de			
mischief	es			
mischief	it	danno	m	
mischief	pt	travessura	f	
mischief	ru			
mischief	ar			
mischief	hi			
mischief	ja			
mischief	zh			
misdemeanor	de			
misdemeanor	es			
misdemeanor	it	misdemeanor	m	
misdemeanor	pt	contravenção	f	
misdemeanor	ru			
misdemeanor	ar			
misdemeanor	hi			
misdemeanor	ja			
misdemeanor	zh			
misery	de			
misery	es			
misery	it	stato	m	
misery	pt	miséria	f	
misery	ru			
misery	ar			
misery	hi			
misery	ja			
misery	zh			
misfortune	de			
misfortune	es			
misfortune	it	attività	f	
misfortune	pt	infortúnio	m	
misfortune	ru			
misfortune	ar			
misfortune	hi			
misfortune	ja			
misfortune	zh			
missile	de			
missile	es			
missile	it	oggetto	m	
missile	pt	míssil	m	
missile	ru			
missile	ar			
missile	hi			
missile	ja			
missile	zh			
missionary	de			
missionary	es			
missionary	it	conoscente	m	
missionary	pt	missionário	m	
missionary	ru			
missionary	ar			
missionary	hi			
missionary	ja			
missionary	zh			
mississippi	de			
mississippi	es			
mississippi	it	stato	m	
mississippi	pt	mississippi	m	
mississippi	ru			
mississippi	ar			
mississippi	hi			
mississippi	ja			
mississippi	zh			
mist	de			
mist	es			
mist	it	nuvola	f	
mist	pt	névoa	f	
mist	ru			
mist	ar			
mist	hi			
mist	ja			
mist	zh			
mister	de			
mister	es			
mister	it	titolo	m	
mister	pt	senhor	m	
mister	ru			
mister	ar			
mister	hi			
mister	ja			
mister	zh			
multitude	de			
multitude	es			
