en	translation	gender	meaning_translation
ginger	jengibre	m	Una especia caliente y fragante hecha de la raíz de una planta del sudeste asiático, utilizada en cocina y medicina
giraffe	jirafa	f	Un gran mamífero africano con un cuello y patas muy largos, un patrón de pelaje distintivo y osicornios en forma de cuerno
glee	alegría	f	Un sentimiento de gran alegría, deleite o placer, a menudo expresado exteriormente
glitter	brillo	m	Pequeñas partículas brillantes de material reflectante de luz utilizadas para decoración
globe	globo	m	Una representación esférica de la tierra con un mapa en su superficie
gloom	oscuridad	f	Un estado de oscuridad parcial o total
glory	gloria	f	Alto honor, alabanza o distinción ganados por logros notables
glove	guante	m	Una cubierta para la mano con secciones separadas para cada dedo y el pulgar
glow	resplandor	m	Un resplandor constante de luz o calor sin llama
glue	pegamento	m	Una sustancia adhesiva utilizada para pegar objetos o materiales juntos
go	turno	m	Un intento o turno para hacer algo
goat	cabra	f	Un mamífero rumiante domesticado resistente con cuernos curvados hacia atrás y barba, criado para leche y carne
goddess	diosa	f	Una deidad femenina adorada en una religión politeísta
goodwill	buena voluntad	f	Sentimientos o actitud amistosos, serviciales o cooperativos hacia otros
gorilla	gorila	m	Un gran simio de construcción poderosa con pelo oscuro, nativo de los bosques de África central
gospel	evangelio	m	La enseñanza o revelación de Cristo
gossip	chisme	m	Conversación casual o ociosa sobre los asuntos privados de otras personas, a menudo incluyendo rumores o información no verificada
governor	gobernador	m	Un funcionario nombrado o elegido para gobernar un estado, provincia o colonia
gown	vestido	m	Un vestido largo y elegante usado en ocasiones formales
grace	gracia	f	Elegancia simple o refinamiento del movimiento
graduation	graduación	f	La finalización exitosa de un curso de estudios en una escuela o universidad, marcada por la entrega de un diploma o título
grain	grano	m	Semillas de plantas de cereales como el trigo o el maíz
gram	gramo	m	Una unidad métrica de masa igual a una milésima de kilogramo
grammar	gramática	f	Todo el sistema y estructura de un idioma, incluidas las reglas para formar palabras y combinarlas en oraciones
grand	piano de cola	m	Una suma de mil dólares o libras
grandparent	abuelo	m	Un padre del padre o de la madre
grape	uva	f	Una baya pequeña, redonda y de piel lisa que crece en racimos en una vid, utilizada para hacer vino o consumida como fruta
grasp	agarre	m	Un agarre firme o apretón
gratification	gratificación	f	Placer derivado de la satisfacción de un deseo o necesidad
gratitude	gratitud	f	La cualidad de ser agradecido y mostrar aprecio por la amabilidad recibida
grave	tumba	f	Un agujero cavado en el suelo para un ataúd o cadáver
gravity	gravedad	f	La fuerza que atrae un cuerpo hacia el centro de la tierra o cualquier otro cuerpo físico que tenga masa
gravy	salsa	f	Una salsa hecha con los jugos de carne cocida, a menudo espesada con harina o almidón de maíz
Greek	griego	m	Un nativo o habitante de Grecia
green	color verde	m	El color entre azul y amarillo en el espectro
greeting	saludo	m	Una palabra cortés o signo de bienvenida o reconocimiento al encontrarse con alguien
grenade	granada	f	Una bomba pequeña diseñada para ser lanzada a mano o disparada desde un rifle
grid	red	f	Un marco de barras espaciadas o líneas paralelas que se cruzan en ángulos rectos
grief	dolor	m	Profunda tristeza, especialmente causada por la muerte de alguien o la pérdida de algo precioso
grip	agarre	m	Un agarre firme o apretón fuerte
guarantee	garantía	f	Una promesa formal o garantía de que se cumplirán ciertas condiciones, especialmente en cuanto a la calidad o durabilidad de un producto
guitar	guitarra	f	Un instrumento musical de cuerda con un diapasón con trastes, típicamente seis cuerdas, tocado pulsando o rasguando
gum	encía	f	El tejido conectivo firme en la boca que rodea la base de los dientes
gun	pistola	f	Un arma que incorpora un tubo metálico desde el cual se propulsan balas o proyectiles por fuerza explosiva
gut	intestino	m	El estómago o el vientre
gutter	canalón	m	Un canal poco profundo debajo del borde de un techo para transportar agua de lluvia
gym	gimnasio	m	Una habitación o edificio equipado para gimnasia, juegos y entrenamiento físico
gymnastics	gimnasia	f	Ejercicios que involucran agilidad física, flexibilidad y coordinación, a menudo realizados en aparatos como barras y vigas
hail	granizo	m	Gránulos de lluvia congelada que caen en chubascos desde nubes cumulonimbos
halt	parada	f	Una parada temporal o permanente en el movimiento o progreso
hamburger	hamburguesa	f	Un sándwich que consiste en una hamburguesa de carne molida cocida servida en un panecillo redondo partido
hammer	martillo	m	Una herramienta con una cabeza de metal pesada montada en ángulos rectos sobre un mango, utilizada para clavar clavos o romper cosas
handkerchief	pañuelo	m	Un trozo cuadrado de tela o papel usado para limpiar la nariz o la cara o como accesorio decorativo
hangover	resaca	f	Un dolor de cabeza severo u otros efectos secundarios causados por beber un exceso de alcohol
harbor	puerto	m	Un cuerpo de agua protegido lo suficientemente profundo para que los barcos anclen
hardship	dificultad	f	Sufrimiento severo o privación
hare	liebre	f	Un mamífero de orejas largas que corre rápido, parecido a un conejo grande, con patas traseras muy largas
harmony	armonía	f	La combinación de notas musicales sonadas simultáneamente que producen un efecto agradable
harp	arpa	f	Un gran instrumento musical con un marco triangular y cuerdas pulsadas con los dedos
harvest	cosecha	f	El proceso o período de recolección de cultivos de los campos
hatred	odio	m	Intensa aversión o mala voluntad hacia alguien o algo
hawk	halcón	m	Un ave rapaz con alas anchas y redondeadas y una cola larga, conocida por su aguda vista y habilidades de caza
hay	heno	m	Hierba que ha sido segada y secada para usar como forraje animal
hazard	peligro	m	Un peligro o riesgo que puede causar lesiones, daños o pérdidas
haze	neblina	f	Una ligera oscurecimiento de la atmósfera inferior, típicamente causada por partículas finas suspendidas que crean visibilidad reducida
headache	dolor de cabeza	m	Un dolor continuo en la cabeza
heading	encabezado	m	Un título al principio de una página o sección de texto
headline	titular	m	El encabezado o título en la parte superior de un artículo periodístico, típicamente en letras grandes
heel	talón	m	La parte posterior del pie humano debajo del tobillo
helm	timón	m	El aparato de dirección de un barco
hen	gallina	f	Un ave hembra, especialmente una gallina adulta criada por sus huevos o carne
herald	heraldo	m	Un mensajero oficial que trae noticias
herb	hierba	f	Una planta o parte de planta valorada por sus cualidades medicinales, sabrosas o aromáticas
herd	rebaño	m	Un gran grupo de animales, especialmente mamíferos con pezuñas, que viven, se alimentan o migran juntos
heroic	heroicidad	f	Un acto o cualidad que muestra gran valentía
heroine	heroína	f	Una mujer admirada o idealizada por su valentía, logros destacados o cualidades nobles
hertz	hercio	m	La unidad SI de frecuencia, equivalente a un ciclo por segundo
high	máximo	m	Un nivel o cifra notable
highland	tierra alta	f	Un área de tierra alta o montañosa
highway	autopista	f	Una carretera principal, especialmente una que conecta ciudades importantes
hindrance	obstáculo	m	Una cosa que proporciona resistencia, retraso u obstrucción a algo o alguien
hip	cadera	f	La proyección de la pelvis y el hueso del muslo superior en cada lado del cuerpo en humanos
hockey	hockey	m	Un juego de equipo jugado sobre hielo o en un campo en el que los jugadores usan palos curvos para impulsar un disco o pelota hacia la portería contraria
hoe	azada	f	Una herramienta de jardinería de mango largo con una hoja de metal delgada, utilizada para desyerbar y romper el suelo
hog	cerdo	m	Un cerdo domesticado, especialmente uno de más de 120 libras criado para carne
holy	santidad	f	Algo dedicado al uso religioso o considerado sagrado
homage	homenaje	m	Honor o respeto especial mostrado públicamente hacia alguien o algo muy considerado
homework	tarea	f	Trabajo escolar asignado a los estudiantes para completar fuera del aula
homicide	homicidio	m	El asesinato deliberado e ilegal de una persona por otra
hood	capucha	f	Una cubierta para la cabeza y el cuello con una abertura para la cara
hop	salto	m	Un salto en un pie
horizon	horizonte	m	La línea en la que la superficie de la tierra y el cielo parecen encontrarse
hormone	hormona	f	Una sustancia reguladora producida en un organismo y transportada para estimular células o tejidos a la acción
horn	cuerno	m	Una protuberancia dura y permanente en la cabeza de algunos animales
hose	manguera	f	Un tubo flexible para transportar agua u otros fluidos
hospitality	hospitalidad	f	La recepción amigable y generosa y el entretenimiento de huéspedes, visitantes o extraños
hostility	hostilidad	f	Sentimientos o comportamientos hostiles o agresivos
housewife	ama de casa	f	Una mujer casada cuya ocupación principal es cuidar de su familia y gestionar los asuntos domésticos
hue	tono	m	Un color o tono
humanism	humanismo	m	Una postura filosófica y ética que enfatiza el valor y la agencia de los seres humanos y el pensamiento racional
humanity	humanidad	f	La raza humana colectivamente
hunter	cazador	m	Una persona que caza animales salvajes para alimento, deporte o control de población
hurricane	huracán	m	Una tormenta tropical severa con vientos violentos que giran alrededor de un centro tranquilo, que ocurre en el océano Atlántico
hydrogen	hidrógeno	m	Un elemento gaseoso incoloro, inodoro, altamente inflamable, el más ligero y abundante en el universo
hypocrisy	hipocresía	f	La práctica de afirmar tener estándares morales o creencias a los que el propio comportamiento no se ajusta
hypothesis	hipótesis	f	Una explicación propuesta o suposición educada hecha sobre la base de evidencia limitada como punto de partida para la investigación
iceberg	iceberg	m	Una gran masa flotante de hielo desprendida de un glaciar o plataforma de hielo, con la mayoría sumergida bajo el agua
idiom	modismo	m	Un grupo de palabras establecido por el uso como que tiene un significado no deducible de las palabras individuales
idleness	ociosidad	f	El estado de estar inactivo, perezoso o sin trabajar
idol	ídolo	m	Una imagen o representación de un dios utilizada como objeto de adoración
illumination	iluminación	f	Iluminación o luz
illusion	ilusión	f	Una percepción o creencia falsa
illustration	ilustración	f	Una imagen o diagrama que ayuda a hacer algo claro o atractivo
imitation	imitación	f	La acción de copiar a alguien o algo
immigration	inmigración	f	La acción de venir a vivir permanentemente en un país extranjero
imperative	imperativo	m	Una cosa esencial o urgente
imperfection	imperfección	f	Una falta, defecto o imperfección
implement	implemento	m	Una herramienta, utensilio o equipo utilizado para un propósito particular, especialmente en el trabajo o la agricultura
imposition	imposición	f	La acción de imponer algo no deseado o injusto
imprisonment	encarcelamiento	m	El estado de estar confinado en prisión
impulse	impulso	m	Un impulso o deseo repentino y fuerte de actuar sin pensar
incarceration	encarcelamiento	m	El estado de estar confinado en prisión o cárcel
incentive	incentivo	m	Algo que motiva o anima a alguien a hacer algo
inclination	inclinación	f	Una tendencia o impulso natural a actuar o sentir de una manera particular
inconsistency	inconsistencia	f	El hecho o estado de ser inconsistente
Indian	indio	m	Un nativo o habitante de la India o una persona de ascendencia india
individuality	individualidad	f	La calidad o carácter que distingue a una persona o cosa de otras
infancy	infancia	f	El estado o período de la primera infancia
infant	bebé	m	Un niño muy pequeño o bebé, típicamente uno que aún no puede caminar o menor de un año
infinite	infinito	m	Algo que es ilimitado o interminable en espacio, extensión o tamaño
influenza	gripe	f	Una infección viral altamente contagiosa del tracto respiratorio que causa fiebre, dolores y debilidad severa
infringement	infracción	f	La acción de romper los términos de una ley, acuerdo o derecho
ingredient	ingrediente	m	Cualquiera de los alimentos o sustancias combinadas para hacer un plato o producto particular
inhabitant	habitante	m	Una persona o animal que vive u ocupa un lugar particular de forma permanente o habitual
inheritance	herencia	f	Propiedad, dinero o posesiones recibidas de alguien que ha muerto
injection	inyección	f	Un acto de forzar un líquido, especialmente un medicamento, en el cuerpo con una jeringa
inn	posada	f	Un pequeño hotel o posada que ofrece comida, bebida y alojamiento, típicamente en el campo
innocence	inocencia	f	El estado, cualidad o hecho de ser inocente
inscription	inscripción	f	Palabras o símbolos inscritos en algo, especialmente como un registro formal o permanente
insolvency	insolvencia	f	La incapacidad de pagar deudas adeudadas
inspector	inspector	m	Un funcionario empleado para garantizar el cumplimiento de las regulaciones o para examinar y evaluar la calidad o seguridad
instant	instante	m	Un momento preciso en el tiempo
instinct	instinto	m	Un patrón de comportamiento innato, típicamente fijo, en animales en respuesta a estímulos
institute	instituto	m	Una organización establecida con fines educativos, profesionales o sociales
insult	insulto	m	Un comentario o acción irrespetuoso o despectivamente abusivo destinado a herir la dignidad o los sentimientos de alguien
insurgent	insurgente	m	Una persona que lucha contra un gobierno o una fuerza invasora
insurrection	insurrección	f	Un levantamiento violento contra una autoridad o gobierno establecido
intellect	intelecto	m	La facultad de razonar, conocer y pensar, distinta del sentimiento
interjection	interjección	f	Un comentario enfático abrupto hecho como una interrupción
intermission	intermedio	m	Una pausa o descanso, especialmente entre actos de una representación teatral o partes de un evento público
interruption	interrupción	f	La acción de interrumpir o ser interrumpido
invalid	inválido	m	Una persona debilitada o discapacitada por enfermedad o lesión
invention	invención	f	La acción de crear o diseñar algo nuevo
inventor	inventor	m	Una persona que crea o diseña algo que nunca se ha hecho antes
investigation	investigación	f	La acción de investigar algo o alguien
investor	inversor	m	Una persona u organización que invierte dinero en esquemas financieros, propiedades o empresas con expectativa de beneficio
invoice	factura	f	Una lista detallada de bienes enviados o servicios prestados, con una cuenta de costos y cargos
ion	ion	m	Un átomo o molécula con una carga eléctrica neta debido a la pérdida o ganancia de electrones
iris	iris	m	La membrana circular coloreada detrás de la córnea del ojo que rodea la pupila
irony	ironía	f	La expresión de significado usando lenguaje que normalmente significa lo contrario, con efecto humorístico o enfático
irrigation	irrigación	f	La aplicación artificial de agua a la tierra para ayudar en el cultivo de cosechas
irritation	irritación	f	El estado de sentirse molesto, impaciente o ligeramente enojado
islam	islam	m	La religión monoteísta de los musulmanes, basada en las enseñanzas de Mahoma tal como se revelan en el Corán
isle	isla	f	Una isla, especialmente una pequeña
Italian	italiano	m	Un nativo o nacional de Italia
kangaroo	canguro	m	Un gran marsupial herbívoro con poderosas patas traseras para saltar, una cola larga para equilibrio, nativo de Australia
keep	torreón	m	La torre más fuerte o central de un castillo medieval, usada como refugio final durante un asedio
kernel	grano	m	La parte más suave, generalmente comestible, dentro de la cáscara dura de una nuez o semilla
ketchup	kétchup	m	Una salsa espesa y suave hecha de tomates, vinagre, azúcar y especias, utilizada como condimento
kettle	tetera	f	Un recipiente de metal o plástico con tapa, pico y asa, utilizado para hervir agua
kidney	riñón	m	Cada uno de un par de órganos en la cavidad abdominal que filtran los productos de desecho de la sangre y producen orina
kilometer	kilómetro	m	Una unidad métrica de medida igual a 1.000 metros o aproximadamente 0,62 millas
kindness	amabilidad	f	La cualidad de ser amistoso, generoso, considerado y cariñoso hacia los demás
kingdom	reino	m	Un país, estado o territorio gobernado por un rey o una reina
kinship	parentesco	m	Relación sanguínea entre individuos
kit	equipo	m	Un conjunto de artículos, equipos o herramientas necesarios para un propósito específico
kite	cometa	f	Un juguete ligero que consiste en un armazón cubierto de material delgado, volado al viento en el extremo de una cuerda
knight	caballero	m	Un hombre que servía a su soberano o señor como soldado montado con armadura en la época medieval
knot	nudo	m	Un amarre hecho enrollando un trozo de cuerda, soga o tela y apretándolo
knuckle	nudillo	m	Una articulación de un dedo, especialmente una de las articulaciones de un metacarpiano con una falange
koala	koala	m	Un marsupial australiano arbóreo con pelaje gris grueso, orejas grandes y un cuerpo redondeado, que se alimenta de hojas de eucalipto
Korean	coreano	m	Un nativo o nacional de Corea del Norte o del Sur
label	etiqueta	f	Un trozo de papel, tela u otro material adherido a un objeto que proporciona información sobre él
laboratory	laboratorio	m	Una habitación o edificio equipado para experimentos científicos, investigación o enseñanza, o para la fabricación de medicamentos o productos químicos
ladder	escalera	f	Una pieza de equipo que consiste en una serie de barras o escalones entre dos soportes verticales, utilizada para trepar
lamb	cordero	m	Una oveja joven de menos de un año de edad
landing	aterrizaje	m	Un área nivelada en la parte superior de una escalera o entre tramos de escaleras
landscape	paisaje	m	Todas las características visibles de un área de tierra, a menudo consideradas en términos de atractivo estético
liberty	libertad	f	El estado de ser libre dentro de la sociedad sin restricciones opresivas
lick	lametón	m	Un acto de pasar la lengua sobre algo
lieutenant	teniente	m	Un oficial comisionado en las fuerzas armadas con rango inferior al capitán
lightning	rayo	m	Una descarga eléctrica natural de muy corta duración y alto voltaje entre una nube y el suelo o dentro de las nubes
lilac	lila	f	Un arbusto o árbol pequeño euroasiático con flores fragantes violetas, rosadas o blancas
lily	lirio	m	Una planta bulbosa con grandes flores en forma de trompeta, típicamente fragantes, en un tallo alto y delgado
limb	extremidad	f	Un brazo o pierna de una persona o animal de cuatro patas
lime	lima	f	Una fruta cítrica redonda con jugo ácido verde
lion	león	m	Un gran felino de color leonado que vive en manadas, se encuentra principalmente en África, conocido como el rey de las bestias
lip	labio	m	Cualquiera de las dos partes carnosas que forman los bordes superior e inferior de la abertura de la boca
liquid	líquido	m	Una sustancia que fluye libremente pero es de volumen constante, con una consistencia como el agua o el aceite
liquor	licor	m	Bebida alcohólica, especialmente licores destilados
litter	basura	f	Basura o material de desecho dejado en un lugar abierto o público
liver	hígado	m	Un gran órgano glandular en el abdomen que secreta bilis y procesa toxinas, proteínas y carbohidratos
livestock	ganado	m	Animales de granja considerados como un activo, especialmente ganado, ovejas, cerdos y aves de corral
lizard	lagarto	m	Un reptil con un cuerpo largo, cuatro patas, párpados móviles y una cola cónica, que típicamente se baña al sol
llama	llama	f	Un animal de carga sudamericano domesticado de la familia de los camellos, con vellón lanudo y cuello largo
load	carga	f	Una cosa pesada o voluminosa que se está transportando o que se va a transportar
lobster	langosta	f	Un gran crustáceo marino con ojos pedunculados, dos pinzas grandes y un cuerpo segmentado, apreciado como marisco
locality	localidad	f	Un área o vecindario
locker	casillero	m	Un pequeño compartimento o gabinete con cerradura para guardar pertenencias personales, típicamente en una instalación pública o compartida
locust	langosta	f	Un gran saltamontes que puede migrar en vastos enjambres destructivos a grandes distancias, despojando la vegetación
maker	fabricante	m	Una persona o empresa que fabrica o produce algo
makeup	maquillaje	m	Cosméticos aplicados en la cara para mejorar o alterar la apariencia
malt	malta	f	Cebada u otro grano que ha sido remojado, germinado y secado, utilizado para la elaboración de cerveza o destilación
mammoth	mamut	m	Un gran elefante extinto con un pelaje peludo y largos colmillos curvados
mango	mango	m	Una fruta tropical carnosa con pulpa dulce naranja o amarilla, un gran hueso central y piel suave
manifestation	manifestación	f	Un evento, acción u objeto que muestra o encarna claramente algo abstracto o teórico
mankind	humanidad	f	Los seres humanos considerados colectivamente
manufacture	fabricación	f	La fabricación de bienes o artículos a mano o mediante maquinaria, especialmente a gran escala
maple	arce	m	Un árbol o arbusto con hojas lobuladas, frutos alados y follaje otoñal colorido, algunas especies producen jarabe y madera
marathon	maratón	m	Una carrera de larga distancia de 26 millas y 385 yardas
marble	mármol	m	Una roca metamórfica cristalina dura capaz de recibir un alto pulido, utilizada en escultura y arquitectura
mare	yegua	f	Una yegua adulta u otro animal equino hembra mayor de tres años
margin	margen	m	El borde o margen de algo
marine	marino	m	Un miembro de un cuerpo de tropas entrenadas para servir en tierra o mar
marketing	marketing	m	La acción o negocio de promover y vender productos o servicios, incluyendo investigación de mercado y publicidad
marketplace	mercado	m	Un espacio abierto donde se celebra un mercado en una ciudad
marrow	médula	f	Una sustancia grasa blanda en las cavidades de los huesos, donde se producen las células sanguíneas
Mars	Marte	m	El cuarto planeta desde el sol en el sistema solar, conocido como el Planeta Rojo debido al óxido de hierro en su superficie
marsh	pantano	m	Un área de tierra baja que se inunda en temporadas húmedas o en marea alta, caracterizada por hierbas y juncos
marvel	maravilla	f	Una persona o cosa maravillosa o asombrosa
Maryland	Maryland	m	Un estado en la costa este de los Estados Unidos que limita con el océano Atlántico y la bahía de Chesapeake
masculine	masculino	m	La cualidad o característica considerada típica o apropiada para los hombres
mask	máscara	f	Una cubierta para toda o parte de la cara usada como disfraz, para protección o en el teatro
mass	misa	f	Un cuerpo coherente de materia sin forma definida
massage	masaje	m	El frotamiento y amasamiento de músculos y articulaciones del cuerpo con las manos para aliviar tensión o dolor
master	maestro	m	Un practicante experto de un arte o actividad particular
masterpiece	obra maestra	f	Una obra de destacada maestría, habilidad o artesanía
mastery	maestría	f	Conocimiento o habilidad integral en un tema o logro
mathematics	matemáticas	f	La ciencia abstracta del número, cantidad y espacio estudiada por sí misma o aplicada a otras disciplinas
microorganism	microorganismo	m	Un organismo microscópico, especialmente una bacteria, virus u hongo, visible solo bajo un microscopio
microscope	microscopio	m	Un instrumento óptico utilizado para ver objetos muy pequeños produciendo una imagen ampliada
midnight	medianoche	f	Medianoche
midst	medio	m	El punto o parte media de algo
migration	migración	f	Movimiento estacional de animales de una región a otra
mile	milla	f	Una unidad de medida lineal igual a 5,280 pies o 1,760 yardas, aproximadamente 1.609 kilómetros
milieu	entorno	m	El entorno social de una persona o el entorno físico en el que vive u opera
military	militar	m	Las fuerzas armadas de un país
mill	molino	m	Un edificio equipado con maquinaria para moler grano en harina
mine	mina	f	Una excavación en la tierra para extraer carbón, minerales metálicos o minerales
mining	minería	f	El proceso o industria de extraer carbón, minerales u otros materiales valiosos de la tierra
minister	ministro	m	Un jefe de un departamento gubernamental
ministry	ministerio	m	Un departamento gubernamental dirigido por un ministro
miracle	milagro	m	Un evento sorprendente y bienvenido no explicable por leyes naturales o científicas, atribuido a una agencia divina
mischief	travesura	f	Mala conducta juguetona o provocación de problemas, especialmente en niños
misdemeanor	delito menor	m	Un delito o falta menor
misery	miseria	f	Un estado o sentimiento de gran angustia, incomodidad o infelicidad
misfortune	desgracia	f	Mala suerte o una condición o evento desafortunado
missile	misil	m	Un objeto o arma propulsado con fuerza hacia un objetivo, ya sea a mano o mecánicamente, especialmente un cohete explosivo
missionary	misionero	m	Una persona enviada en una misión religiosa para promover el cristianismo en un país extranjero
mississippi	Misisipi	m	Un estado en el sur de los Estados Unidos, bordeado por un río importante al oeste
mist	niebla	f	Una nube de pequeñas gotas de agua suspendidas en la atmósfera cerca del nivel del suelo reduciendo la visibilidad
mister	señor	m	Un título usado antes de un apellido o nombre completo para dirigirse o referirse a un hombre sin título superior o profesional
multitude	multitud	f	Un gran número de personas o cosas
murderer	asesino	m	Una persona que comete el crimen de matar ilegalmente a otro ser humano con intención
museum	museo	m	Un edificio en el que se almacenan y exhiben objetos de interés histórico, científico, artístico o cultural
mushroom	hongo	m	Un crecimiento fúngico con un tallo y una gorra redondeada, a menudo comestible pero algunas especies venenosas
musical	musical	m	Una obra de teatro o película en la que el canto y el baile desempeñan un papel esencial
musician	músico	m	Una persona que toca un instrumento musical profesionalmente o alguien hábil en música
muslim	musulmán	m	Un seguidor de la religión del Islam
mustard	mostaza	f	Una pasta de sabor picante amarilla o marrón hecha de semillas trituradas, usada como condimento
mystery	misterio	m	Algo que es difícil o imposible de entender o explicar
myth	mito	m	Una historia tradicional que explica fenómenos naturales o sociales, que típicamente involucra seres o eventos sobrenaturales
naan	naan	m	Un tipo de pan plano con levadura horneado en un horno tandoor, característico de la cocina del sur y centro de Asia
narration	narración	f	El acto de contar una historia o dar cuenta de algo
narrative	narrativa	f	Una narración oral o escrita de eventos conectados
nationalist	nacionalista	m	Una persona que aboga por la independencia política de un país o apoya fuertemente a su nación
nationality	nacionalidad	f	El estatus de pertenencia a una nación particular por nacimiento o naturalización
nausea	náusea	f	Una sensación de malestar con inclinación a vomitar
navy	armada	f	La rama de las fuerzas armadas de una nación que realiza operaciones militares en el mar
necessity	necesidad	f	El estado o hecho de ser requerido o indispensable
neon	neón	m	Un elemento gaseoso inerte incoloro e inodoro usado en lámparas fluorescentes y letreros iluminados que produce un brillo rojo anaranjado
nerd	nerd	m	Una persona extremadamente interesada en temas académicos o tecnología, a menudo percibida como socialmente torpe
nerve	nervio	m	Un haz de fibras que transmite impulsos entre el cerebro o la médula espinal y otras partes del cuerpo
opera	ópera	f	Una obra dramática en la que todo o la mayor parte del texto se canta con acompañamiento orquestal
oppression	opresión	f	Trato o control cruel o injusto prolongado
orange	naranja	f	Una fruta cítrica redonda y jugosa con cáscara amarilla rojiza brillante
orbit	órbita	f	La trayectoria curva de un objeto celeste o nave espacial alrededor de una estrella, planeta o luna
ordinance	ordenanza	f	Una orden o decreto autoritario
organ	órgano	m	Una parte de un organismo con una función vital específica
organism	organismo	m	Un animal, planta o forma de vida unicelular individual
orient	oriente	m	Los países de Asia oriental colectivamente
ornament	ornamento	m	Un objeto decorativo o adorno usado para embellecer algo
ostrich	avestruz	m	Un gran ave africana no voladora de carrera rápida con un cuello largo y patas largas, el ave viva más grande
ounce	onza	f	Una unidad de peso igual a un dieciseisavo de libra o aproximadamente 28 gramos
outbreak	brote	m	Una ocurrencia o erupción repentina de algo no deseado, especialmente guerra, enfermedad o disturbios
outlet	toma	f	Una tubería o abertura por la cual el agua o el gas puede escapar
outrage	indignación	f	Una reacción extremadamente fuerte de ira, conmoción o indignación
outset	comienzo	m	El inicio o comienzo de algo
overcoat	abrigo	m	Un abrigo largo y cálido que se lleva sobre otra ropa, especialmente al aire libre en clima frío
overflow	desbordamiento	m	El exceso o excedente que no puede ser acomodado por el espacio disponible
oversight	supervisión	f	Un fallo involuntario al notar o hacer algo
overtime	horas extras	f	Tiempo trabajado además de las horas regulares de trabajo
overture	obertura	f	Una pieza orquestal que forma el preludio de una ópera o ballet
oxygen	oxígeno	m	Un gas reactivo incoloro e inodoro que constituye aproximadamente una quinta parte de la atmósfera, esencial para la respiración
oyster	ostra	f	Un molusco bivalvo con conchas irregulares y ásperas, algunas especies del cual se cultivan para alimento o perlas
pact	pacto	m	Un acuerdo formal entre individuos o partes
pad	almohadilla	f	Una pieza gruesa de material suave usada para protección, comodidad o para rellenar forma
paint	pintura	f	Una sustancia coloreada esparcida sobre una superficie para protegerla o decorarla
painter	pintor	m	Un artista que pinta cuadros
pal	amigo	m	Un amigo o compañero
palace	palacio	m	Un edificio grande e impresionante que forma la residencia oficial de un soberano, presidente u otro jefe de estado
palm	palma	f	La superficie interna de la mano entre la muñeca y los dedos
pan	sartén	f	Un recipiente de metal usado para cocinar alimentos
pancake	panqueque	m	Un pastel plano y delgado de masa frito por ambos lados en una sartén o en una plancha
panda	panda	m	Un gran mamífero parecido a un oso blanco y negro nativo de los bosques de bambú en China, una especie en peligro de extinción
panic	pánico	m	Miedo o ansiedad repentinos e incontrolables, a menudo causando un comportamiento salvajemente irreflexivo
panther	pantera	f	Un leopardo, especialmente uno negro
pants	pantalones	m	Una prenda exterior que cubre el cuerpo desde la cintura hasta los tobillos, con secciones separadas para cada pierna
paradise	paraíso	m	Un lugar o estado ideal o idílico
paralysis	parálisis	f	Pérdida de la capacidad de mover y sentir partes del cuerpo, típicamente causada por enfermedad o lesión de los nervios o la médula espinal
parcel	paquete	m	Un objeto o colección envuelto en papel para transportar o enviar por correo
pardon	perdón	m	La acción de perdonar o ser perdonado por un error u ofensa
parliament	parlamento	m	El órgano legislativo más alto en algunos países, que consiste en representantes elegidos que hacen leyes
parsley	perejil	m	Una hierba bienal con hojas rizadas o planas, usada para sazonar y adornar alimentos
particle	partícula	f	Una porción minúscula de materia
particular	detalle	m	Un detalle o elemento específico de información
partition	tabique	m	Una estructura que divide un espacio en dos partes
pie	pastel	m	Un plato horneado de frutas, carne o verduras cubierto con masa
pig	cerdo	m	Un mamífero doméstico omnívoro de pezuñas con pelo escaso y erizado, un hocico plano y patas cortas, criado para carne
pigeon	paloma	f	Un ave de cuerpo robusto con patas cortas, cabeza pequeña y voz arrulladora, encontrada en ciudades y hábitats silvestres
pilgrim	peregrino	m	Una persona que viaja a un lugar sagrado por razones religiosas
pill	píldora	f	Una pequeña masa redonda de medicina sólida para tragar entera
pin	alfiler	m	Una pieza delgada y puntiaguda de metal con cabeza redonda para sujetar cosas
pinch	pizca	f	Un agarre o apretón de algo entre el dedo y el pulgar
pine	pino	m	Un árbol conífero perenne con hojas en forma de aguja que crecen en racimos
pineapple	piña	f	Una fruta tropical grande y jugosa que consiste en pulpa amarilla dulce rodeada de piel segmentada resistente con un mechón de hojas
pink	rosa	m	Un color rojo pálido
pipe	tubería	f	Un tubo de metal, plástico u otro material usado para transportar agua, gas o aceite
pit	foso	m	Un agujero grande en el suelo
pitchfork	horca	f	Una herramienta agrícola con un mango largo y dos o más púas metálicas afiladas, usada para levantar heno
pity	lástima	f	El sentimiento de tristeza y compasión causado por el sufrimiento o las desgracias de otros
pizza	pizza	f	Un plato de origen italiano que consiste en una base plana y redonda de masa cubierta con salsa de tomate, queso y varios ingredientes
placement	colocación	f	La acción de poner a alguien o algo en un lugar o posición particular
plague	plaga	f	Una enfermedad bacteriana contagiosa que causa fiebre y delirio
plaintiff	demandante	m	Una persona que presenta un caso contra otra en un tribunal de justicia
